"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Jammie Robinson","DB","13","0","0","","0","1","7","7.0","0","7","","florida-state","2022"
"2","Mycah Pittman","WR","13","1","13","13.0","0","18","169","9.4","0","547","","florida-state","2022"
"3","Trey Benson","RB","13","5","192","38.4","1","0","0","","0","1326","","florida-state","2022"
"4","Malakai Menzer","DL","12","1","4","4.0","0","0","0","","0","4","","florida-state","2022"
"5","Ontaria Wilson","WR","12","0","0","","0","1","51","51.0","0","546","","florida-state","2022"
"6","Sam McCall","DB","8","8","142","17.8","0","0","0","","0","142","","florida-state","2022"
