"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Kaylon Geiger","WR","13","5","95","19.0","0","0","0","","0","726","","texas-tech","2021"
"2","Henry Teeter","TE","12","1","15","15.0","0","0","0","","0","29","","texas-tech","2021"
"3","Myles Price","WR","12","0","0","","0","2","37","18.5","0","643","","texas-tech","2021"
"4","McLane Mannix","WR","11","0","0","","0","4","21","5.3","0","139","","texas-tech","2021"
"5","Nehemiah Martinez","WR","11","1","21","21.0","0","0","0","","0","40","","texas-tech","2021"
"6","Adrian Frye","DB","10","0","0","","0","12","74","6.2","0","74","","texas-tech","2021"
"7","Tahj Brooks","RB","9","1","21","21.0","0","0","0","","0","641","","texas-tech","2021"
"8","Chadarius Townsend","RB","5","11","216","19.6","0","0","0","","0","281","","texas-tech","2021"
