"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Cooper Lutz","RB","12","7","147","21.0","0","0","0","","0","218","","syracuse","2021"
"2","Courtney Jackson","WR","12","4","78","19.5","0","6","110","18.3","1","600","","syracuse","2021"
"3","Kevon Darton","DL","12","3","24","8.0","0","0","0","","0","24","","syracuse","2021"
"4","Maximilian Mang","TE","12","1","15","15.0","0","0","0","","0","27","","syracuse","2021"
"5","Abdul Adams","RB","11","3","53","17.7","0","0","0","","0","115","","syracuse","2021"
"6","Trebor Pena","WR","7","17","421","24.8","0","17","131","7.7","0","638","","syracuse","2021"
"7","Chris Elmore","FB","4","1","14","14.0","0","0","0","","0","24","","syracuse","2021"
