"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Velus Jones Jr.","WR","13","23","628","27.3","1","18","272","15.1","0","1722","","tennessee","2021"
"2","Theo Jackson","DB","12","0","0","","0","2","14","7.0","0","69","","tennessee","2021"
"3","Trevon Flowers","DB","12","1","15","15.0","0","3","-2","-0.7","0","13","","tennessee","2021"
"4","Jimmy Holiday","WR","11","5","126","25.2","0","0","0","","0","131","","tennessee","2021"
"5","Walker Merrill","WR","10","0","0","","0","1","0","0.0","0","52","","tennessee","2021"
"6","Len'Neth Whitehead","RB","8","1","19","19.0","0","0","0","","0","236","","tennessee","2021"
"7","Miles Campbell","TE","4","2","25","12.5","0","0","0","","0","25","","tennessee","2021"
