"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Devin Mockobee","RB","12","2","38","19.0","0","0","0","","0","1029","","purdue","2023"
"2","Dylan Downing","RB","12","2","60","30.0","0","0","0","","0","315","","purdue","2023"
"3","TJ Sheffield","WR","11","1","3","3.0","0","15","127","8.5","0","511","","purdue","2023"
"4","Tyrone Tracy Jr.","RB","11","16","408","25.5","1","3","14","4.7","0","1270","","purdue","2023"
"5","Andrew Sowinski","WR","6","0","0","","0","1","3","3.0","0","32","","purdue","2023"
"6","Marquis Wilson","DB","5","0","0","","0","1","15","15.0","0","15","","purdue","2023"
