"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Gary Williams","TE","12","1","0","0.0","0","0","0","","0","24","","colorado-state","2022"
"2","Justus Ross-Simmons","WR","12","1","23","23.0","0","0","0","","0","447","","colorado-state","2022"
"3","Tory Horton","WR","12","0","0","","0","11","171","15.5","1","1308","","colorado-state","2022"
"4","Keegan Holles","RB","9","11","163","14.8","0","0","0","","0","204","","colorado-state","2022"
"5","A'Jon Vivens","RB","5","6","133","22.2","0","0","0","","0","263","","colorado-state","2022"
"6","Thomas Pannunzio","WR","4","0","0","","0","2","0","0.0","0","0","","colorado-state","2022"
"7","Melquan Stovall","WR","3","0","0","","0","4","10","2.5","0","116","","colorado-state","2022"
