rk,player,pos,g,ret,yds,y_ret,krtd,ret_2,yds_2,y_ret_2,prtd,ap_yd,awards,Team,Year
1,DeShawn Hanika,TE,13,1,13,13.0,0,0,0,,0,13,,iowa-state,2021
2,Easton Dean,TE,13,1,0,0.0,0,0,0,,0,18,,iowa-state,2021
3,Jaylin Noel,WR,13,11,286,26.0,0,15,92,6.1,0,647,,iowa-state,2021
4,Jirehl Brock,RB,13,1,12,12.0,0,0,0,,0,229,,iowa-state,2021
5,Xavier Hutchinson,WR,13,1,21,21.0,0,0,0,,0,1026,,iowa-state,2021
6,Tarique Milton,WR,12,0,0,,0,1,11,11.0,0,289,,iowa-state,2021
7,Eli Sanders,RB,4,3,73,24.3,0,0,0,,0,143,,iowa-state,2021
1,Jaylin Noel,WR,12,14,237,16.9,0,11,56,5.1,0,912,,iowa-state,2022
2,Myles Purchase,DB,12,3,53,17.7,0,0,0,,0,53,,iowa-state,2022
3,Stevo Klotz,TE,12,1,18,18.0,0,0,0,,0,18,,iowa-state,2022
4,Xavier Hutchinson,WR,12,1,0,0.0,0,0,0,,0,1171,,iowa-state,2022
5,Dimitri Stanley,WR,11,0,0,,0,1,9,9.0,0,429,,iowa-state,2022
6,Eli Sanders,RB,8,2,40,20.0,0,0,0,,0,288,,iowa-state,2022
1,Caleb Bacon,LB,13,0,0,,0,1,0,0.0,0,0,,iowa-state,2023
2,Carson Hansen,RB,13,5,86,17.2,0,0,0,,0,268,,iowa-state,2023
3,Gabe Burkle,TE,13,1,0,0.0,0,0,0,,0,9,,iowa-state,2023
4,Myles Purchase,DB,13,3,51,17.0,0,0,0,,0,51,,iowa-state,2023
5,Dimitri Stanley,WR,12,0,0,,0,1,4,4.0,0,143,,iowa-state,2023
6,Jaylin Noel,WR,12,9,245,27.2,0,14,119,8.5,0,1183,,iowa-state,2023
1,Charlie Jones,WR,14,25,635,25.4,1,37,285,7.7,0,1251,,iowa,2021
2,Gavin Williams,RB,14,1,18,18.0,0,0,0,,0,370,,iowa,2021
3,Tyler Goodson,RB,13,1,5,5.0,0,0,0,,0,1403,,iowa,2021
4,Ivory Kelly-Martin,RB,11,2,81,40.5,0,0,0,,0,332,,iowa,2021
5,Cooper DeJean,DB,7,1,20,20.0,0,0,0,,0,20,,iowa,2021
6,Max Cooper,WR,4,0,0,,0,1,3,3.0,0,5,,iowa,2021
1,Cooper DeJean,DB,13,0,0,,0,10,165,16.5,0,256,,iowa,2022
2,Kaleb Johnson,RB,13,13,325,25.0,0,0,0,,0,1131,,iowa,2022
3,Riley Moss,DB,13,4,93,23.3,0,0,0,,0,93,,iowa,2022
4,Jay Higgins,LB,12,0,0,,0,1,3,3.0,0,3,,iowa,2022
5,Arland Bruce IV,WR,11,0,0,,0,19,123,6.5,0,357,,iowa,2022
6,Gavin Williams,RB,11,3,25,8.3,0,0,0,,0,207,,iowa,2022
7,Reggie Bracy,DB,10,0,0,,0,1,9,9.0,0,9,,iowa,2022
1,Kaden Wetjen,WR,14,14,335,23.9,0,7,63,9.0,0,418,,iowa,2023
2,Karson Sharar,LB,14,1,3,3.0,0,0,0,,0,3,,iowa,2023
3,Max White,RB,14,2,29,14.5,0,0,0,,0,32,,iowa,2023
4,Brenden Deasfernandes,DB,13,0,0,,0,1,0,0.0,0,0,,iowa,2023
5,Deshaun Lee,DB,11,0,0,,0,1,0,0.0,0,0,,iowa,2023
6,Cooper DeJean,DB,10,0,0,,0,21,241,11.5,1,290,AA,iowa,2023
7,Kaleb Johnson,RB,10,2,77,38.5,0,0,0,,0,565,,iowa,2023
1,Jamarye Joiner,WR,13,0,0,,0,3,18,6.0,0,111,,jacksonville-state,2023
2,Jeremiah Harris,S,13,0,0,,0,1,-1,-1.0,0,61,,jacksonville-state,2023
3,Michael Pettway,WR,13,2,31,15.5,0,0,0,,0,227,,jacksonville-state,2023
4,Sterling Galban,WR,13,0,0,,0,12,49,4.1,0,198,,jacksonville-state,2023
1,Josh Sarratt,S,11,0,0,,0,19,113,5.9,0,113,,james-madison,2022
2,Kris Thornton,WR,11,3,28,9.3,0,0,0,,0,1070,,james-madison,2022
3,Que Reid,S,11,2,48,24.0,0,0,0,,0,62,,james-madison,2022
4,Sammy Malignaggi,RB,11,6,130,21.7,0,0,0,,0,190,,james-madison,2022
5,Devyn Coles,CB,10,0,0,,0,1,1,1.0,0,19,,james-madison,2022
6,Kaelon Black,RB,9,2,26,13.0,0,0,0,,0,536,,james-madison,2022
7,Wayne Knight,RB,8,4,87,21.8,0,0,0,,0,142,,james-madison,2022
8,Solomon Vanhorse,RB,3,3,49,16.3,0,0,0,,0,135,,james-madison,2022
1,DJ Barksdale,S,13,15,319,21.3,0,0,0,,0,319,,james-madison,2023
2,Josh Sarratt,S,13,0,0,,0,16,206,12.9,0,206,,james-madison,2023
3,Que Reid,S,13,3,50,16.7,0,0,0,,0,50,,james-madison,2023
4,Sammy Malignaggi,RB,11,4,61,15.3,0,0,0,,0,132,,james-madison,2023
5,Solomon Vanhorse,RB,1,0,0,,0,2,60,30.0,0,67,,james-madison,2023
1,Malik Knowles,WR,13,20,662,33.1,2,0,0,,0,1209,,kansas-state,2021
2,Phillip Brooks,WR,13,4,62,15.5,0,10,86,8.6,0,684,,kansas-state,2021
3,Ryan Henington,LB,13,1,0,0.0,0,0,0,,0,0,,kansas-state,2021
4,Seth Porter,WR,12,2,11,5.5,0,0,0,,0,11,,kansas-state,2021
1,Cody Stufflebean,DE,14,1,4,4.0,0,0,0,,0,4,,kansas-state,2022
2,Malik Knowles,WR,14,23,592,25.7,0,0,0,,0,1481,,kansas-state,2022
3,Phillip Brooks,WR,14,10,182,18.2,0,14,168,12.0,1,966,,kansas-state,2022
4,Seth Porter,WR,14,1,26,26.0,0,0,0,,0,33,,kansas-state,2022
1,Seth Porter,WR,13,4,68,17.0,0,0,0,,0,106,,kansas-state,2023
2,Phillip Brooks,WR,12,7,125,17.9,0,15,73,4.9,0,820,,kansas-state,2023
3,Keagan Johnson,WR,11,1,19,19.0,0,0,0,,0,272,,kansas-state,2023
4,Treshaun Ward,RB,11,7,132,18.9,0,0,0,,0,904,,kansas-state,2023
5,Kanijal Thomas,CB,7,0,0,,0,1,0,0.0,0,0,,kansas-state,2023
1,Kenny Logan Jr.,S,12,15,419,27.9,0,0,0,,0,441,,kansas,2021
2,Kwamie Lassiter II,WR,12,0,0,,0,8,108,13.5,0,761,,kansas,2021
3,Trevor Wilson,WR,12,1,20,20.0,0,0,0,,0,426,,kansas,2021
4,Luke Grimm,WR,10,1,27,27.0,0,0,0,,0,376,,kansas,2021
5,Kyler Pearson,WR,8,5,50,10.0,0,0,0,,0,50,,kansas,2021
6,Jamahl Horne,WR,5,2,45,22.5,0,0,0,,0,45,,kansas,2021
1,Kenny Logan Jr.,S,13,12,237,19.8,0,0,0,,0,280,,kansas,2022
2,O.J. Burroughs,S,13,0,0,,0,3,18,6.0,0,18,,kansas,2022
3,Trevor Kardell,TE,13,1,3,3.0,0,0,0,,0,68,,kansas,2022
4,Andrew Russell,DB,12,1,0,0.0,0,0,0,,0,0,,kansas,2022
5,Luke Grimm,WR,12,0,0,,0,1,-3,-3.0,0,620,,kansas,2022
6,Sevion Morrison,RB,12,6,128,21.3,0,0,0,,0,319,,kansas,2022
7,Steven McBride,WR,6,1,31,31.0,0,0,0,,0,58,,kansas,2022
8,Trevor Wilson,WR,4,2,11,5.5,0,0,0,,0,63,,kansas,2022
1,Devin Neal,RB,13,1,0,0.0,0,0,0,,0,1497,,kansas,2023
2,Dylan McDuffie,RB,13,1,10,10.0,0,0,0,,0,263,,kansas,2023
3,Jared Casey,TE,13,2,34,17.0,0,0,0,,0,141,,kansas,2023
4,Kenny Logan Jr.,S,13,12,287,23.9,0,0,0,,0,317,,kansas,2023
5,Luke Grimm,WR,13,0,0,,0,1,13,13.0,0,562,,kansas,2023
6,Torry Locklin,WR,13,1,12,12.0,0,1,13,13.0,0,105,,kansas,2023
7,Trevor Wilson,WR,12,14,273,19.5,0,4,93,23.3,1,561,,kansas,2023
1,Marquez Cooper,RB,14,2,48,24.0,0,0,0,,0,1348,,kent-state,2021
2,Nykeim Johnson,WR,14,16,346,21.6,0,12,66,5.5,0,1115,,kent-state,2021
3,Ja'Shaun Poke,WR,13,24,565,23.5,0,0,0,,0,920,,kent-state,2021
4,Aaron Hackett,TE,12,5,54,10.8,0,0,0,,0,75,,kent-state,2021
5,Capone Blue,CB,12,0,0,,0,1,0,0.0,0,0,,kent-state,2021
6,C.J. Holmes,S,12,2,42,21.0,0,0,0,,0,42,,kent-state,2021
7,Bryan Bradford,RB,11,4,70,17.5,0,0,0,,0,363,,kent-state,2021
8,Mark Williams,TE,10,2,-10,-5.0,0,0,0,,0,-10,,kent-state,2021
9,Daniel Bangura,RB,3,0,0,,0,1,16,16.0,0,96,,kent-state,2021
10,J.B. Awolowo,WR,3,0,0,,0,1,0,0.0,0,0,,kent-state,2021
11,Isaiah Wooden,WR,1,1,25,25.0,0,0,0,,0,25,,kent-state,2021
1,Bryan Bradford,RB,12,7,124,17.7,0,0,0,,0,468,,kent-state,2022
2,Gavin Garcia,RB,12,4,74,18.5,0,0,0,,0,309,,kent-state,2022
3,Luke Floriea,WR,12,0,0,,0,4,26,6.5,0,73,,kent-state,2022
4,Marquez Cooper,RB,12,9,196,21.8,0,0,0,,0,1616,,kent-state,2022
5,Montre Miller,DB,12,1,14,14.0,0,0,0,,0,14,,kent-state,2022
6,Zayin West,DL,12,1,21,21.0,0,0,0,,0,35,,kent-state,2022
7,Raymond James,WR,10,0,0,,0,9,31,3.4,0,130,,kent-state,2022
8,Justin Holmes,TE,9,1,7,7.0,0,0,0,,0,7,,kent-state,2022
9,Ja'Shaun Poke,WR,8,14,411,29.4,0,1,19,19.0,0,799,,kent-state,2022
1,Bryce Sheppert,DB,12,14,311,22.2,0,1,17,17.0,0,328,,kent-state,2023
2,Justin Holmes,TE,12,1,13,13.0,0,0,0,,0,231,,kent-state,2023
3,Luke Floriea,WR,12,1,-3,-3.0,0,13,89,6.8,0,512,,kent-state,2023
4,Xavier Williams,RB,12,15,340,22.7,0,0,0,,0,478,,kent-state,2023
5,Gavin Garcia,RB,11,1,13,13.0,0,0,0,,0,560,,kent-state,2023
6,Chrishon McCray,WR,9,9,196,21.8,0,0,0,,0,828,,kent-state,2023
7,Jared Kelley,WR,2,1,17,17.0,0,0,0,,0,17,,kent-state,2023
1,Chaucey Magwood,WR,13,1,11,11.0,0,0,0,,0,28,,kentucky,2021
2,Justin Rigg,TE,13,1,0,0.0,0,0,0,,0,189,,kentucky,2021
3,Wan'Dale Robinson,WR,13,0,0,,0,6,20,3.3,0,1465,,kentucky,2021
4,Zach Johnson,DB,13,14,259,18.5,0,0,0,,0,259,,kentucky,2021
5,Kavosiey Smoke,RB,12,2,31,15.5,0,0,0,,0,464,,kentucky,2021
6,Josh Ali,WR,10,0,0,,0,9,133,14.8,1,747,,kentucky,2021
7,Rahsaan Lewis,,6,0,0,,0,1,12,12.0,0,16,,kentucky,2021
8,Rashaan Lewis,WR,3,0,0,,0,1,12,12.0,0,16,,kentucky,2021
1,Barion Brown,WR,13,16,440,27.5,1,7,28,4.0,0,1094,,kentucky,2022
2,Izayah Cummings,TE,13,0,0,,0,1,3,3.0,0,26,,kentucky,2022
3,Zion Childress,DB,13,1,0,0.0,0,0,0,,0,0,,kentucky,2022
4,Chaucey Magwood,WR,12,1,-1,-1.0,0,0,0,,0,103,,kentucky,2022
5,Kavosiey Smoke,RB,12,4,35,8.8,0,0,0,,0,342,,kentucky,2022
6,Tayvion Robinson,WR,11,0,0,,0,15,83,5.5,0,618,,kentucky,2022
7,Jutahn McClain,RB,10,4,31,7.8,0,0,0,,0,409,,kentucky,2022
8,Kobi Albert,DB,10,1,1,1.0,0,0,0,,0,1,,kentucky,2022
1,Anthony Brown,WR,13,1,16,16.0,0,0,0,,0,60,,kentucky,2023
2,Barion Brown,WR,13,16,576,36.0,3,3,51,17.0,0,1313,,kentucky,2023
3,Demie Sumo,RB,13,2,57,28.5,0,0,0,,0,265,,kentucky,2023
4,Tayvion Robinson,WR,13,4,44,11.0,0,5,22,4.4,0,630,,kentucky,2023
1,Brody Brumm,WR,13,1,28,28.0,0,0,0,,0,163,,liberty,2021
2,Cedric Stone,S,13,1,8,8.0,0,0,0,,0,8,,liberty,2021
3,Duron Lowe,CB,13,7,145,20.7,0,0,0,,0,154,,liberty,2021
4,Shedro Louis,RB,13,21,423,20.1,0,0,0,,0,1071,,liberty,2021
5,TJ Green,RB,13,1,20,20.0,0,0,0,,0,551,,liberty,2021
6,Demario Douglas,WR,12,2,59,29.5,0,21,143,6.8,1,905,,liberty,2021
7,Jaylon Jimmerson,S,12,0,0,,0,1,0,0.0,0,0,,liberty,2021
8,D.J. Stubbs,WR,11,2,11,5.5,0,5,47,9.4,0,400,,liberty,2021
9,Malik Caper,RB,5,1,9,9.0,0,0,0,,0,14,,liberty,2021
1,Bentley Hanshaw,TE,13,1,0,0.0,0,0,0,,0,117,,liberty,2022
2,Demario Douglas,WR,13,14,291,20.8,0,18,74,4.1,0,1463,,liberty,2022
3,Treon Sibley,WR,13,2,20,10.0,0,0,0,,0,206,,liberty,2022
4,Shedro Louis,RB,12,19,461,24.3,1,0,0,,0,1071,,liberty,2022
5,Dae Dae Hunter,RB,9,1,19,19.0,0,0,0,,0,1022,,liberty,2022
6,Malik Caper,RB,9,2,16,8.0,0,0,0,,0,49,,liberty,2022
1,Aaron Bedgood,WR,14,23,463,20.1,0,0,0,,0,1235,,liberty,2023
2,CJ Daniels,WR,14,0,0,,0,3,16,5.3,0,1083,,liberty,2023
3,Amarian Williams,CB,13,0,0,,0,1,10,10.0,0,10,,liberty,2023
4,Brylan Green,S,13,0,0,,0,8,58,7.3,0,60,,liberty,2023
5,Kylen Austin,WR,13,1,41,41.0,0,0,0,,0,148,,liberty,2023
6,Victor Venn,RB,10,2,28,14.0,0,0,0,,0,63,,liberty,2023
7,Markel Fortenberry,WR,8,0,0,,0,1,2,2.0,0,2,,liberty,2023
1,Eric Garror,CB,14,3,38,12.7,0,24,139,5.8,0,223,,louisiana-lafayette,2021
2,Neal Johnson,TE,14,1,3,3.0,0,0,0,,0,290,,louisiana-lafayette,2021
3,Pearse Migl,TE,14,1,10,10.0,0,0,0,,0,113,,louisiana-lafayette,2021
4,Chris Smith,RB,13,23,481,20.9,0,0,0,,0,1411,,louisiana-lafayette,2021
5,Dontae Fleming,WR,12,2,50,25.0,0,1,15,15.0,0,387,,louisiana-lafayette,2021
6,Emani Bailey,RB,11,2,13,6.5,0,0,0,,0,808,,louisiana-lafayette,2021
7,Jacob Bernard,WR,10,1,13,13.0,0,0,0,,0,97,,louisiana-lafayette,2021
1,Eric Garror,CB,13,3,51,17.0,0,26,392,15.1,2,486,,louisiana-lafayette,2022
2,K.C Ossai,LB,13,1,6,6.0,0,0,0,,0,6,,louisiana-lafayette,2022
3,Neal Johnson,TE,13,2,7,3.5,0,0,0,,0,303,,louisiana-lafayette,2022
4,Dontae Fleming,WR,12,3,71,23.7,0,1,50,50.0,0,289,,louisiana-lafayette,2022
5,Chris Smith,RB,11,14,311,22.2,0,0,0,,0,1091,,louisiana-lafayette,2022
6,Jacob Kibodi,RB,9,1,17,17.0,0,0,0,,0,202,,louisiana-lafayette,2022
7,Lance Legendre,WR,9,2,11,5.5,0,0,0,,0,189,,louisiana-lafayette,2022
1,Jacob Bernard,WR,13,2,3,1.5,0,17,89,5.2,0,568,,louisiana-lafayette,2023
2,Neal Johnson,TE,13,4,44,11.0,0,0,0,,0,427,,louisiana-lafayette,2023
3,Zylan Perry,RB,13,34,862,25.4,1,0,0,,0,1100,,louisiana-lafayette,2023
4,Terrance Carter,TE,12,2,25,12.5,0,0,0,,0,280,,louisiana-lafayette,2023
1,Abraham Alce,FB,12,1,19,19.0,0,0,0,,0,36,,louisiana-monroe,2021
2,Boogie Knight,WR,12,12,219,18.3,0,6,20,3.3,0,824,,louisiana-monroe,2021
3,Jared Sparks,WR,11,1,16,16.0,0,0,0,,0,352,,louisiana-monroe,2021
1,Alred Luke,WR,12,23,396,17.2,0,0,0,,0,712,,louisiana-monroe,2022
2,Malik Jackson,WR,12,1,9,9.0,0,0,0,,0,579,,louisiana-monroe,2022
3,Tyrone Howell,WR,12,0,0,,0,3,-2,-0.7,0,850,,louisiana-monroe,2022
4,Abraham Alce,TE,11,1,22,22.0,0,0,0,,0,22,,louisiana-monroe,2022
5,Boogie Knight,WR,11,2,40,20.0,0,2,1,0.5,0,211,,louisiana-monroe,2022
6,Isaiah Phillips,RB,11,1,13,13.0,0,0,0,,0,50,,louisiana-monroe,2022
7,Bennett Galloway,RB,4,1,31,31.0,0,0,0,,0,51,,louisiana-monroe,2022
1,Hunter Smith,RB,12,4,47,11.8,0,0,0,,0,625,,louisiana-monroe,2023
2,Isaiah Woullard,RB,12,1,10,10.0,0,0,0,,0,483,,louisiana-monroe,2023
3,Nolan Quinlan,TE,12,1,2,2.0,0,0,0,,0,209,,louisiana-monroe,2023
4,Nyny Davis,WR,12,1,19,19.0,0,0,0,,0,255,,louisiana-monroe,2023
5,Tyrone Howell,WR,12,0,0,,0,3,14,4.7,0,604,,louisiana-monroe,2023
6,Alred Luke,WR,10,19,376,19.8,0,0,0,,0,560,,louisiana-monroe,2023
7,Bennett Galloway,RB,10,2,27,13.5,0,0,0,,0,336,,louisiana-monroe,2023
8,Bugs Mortimer,WR,9,1,12,12.0,0,5,61,12.2,0,387,,louisiana-monroe,2023
1,Corey Kiner,RB,11,2,36,18.0,0,0,0,,0,366,,louisiana-state,2021
2,Trey Palmer,WR,11,7,142,20.3,0,18,115,6.4,0,601,,louisiana-state,2021
3,Jontre Kirklin,WR,9,2,18,9.0,0,0,0,,0,128,,louisiana-state,2021
4,Deion Smith,WR,6,0,0,,0,1,0,0.0,0,186,,louisiana-state,2021
5,Kayshon Boutte,WR,6,1,20,20.0,0,0,0,,0,528,,louisiana-state,2021
6,Koy Moore,WR,6,0,0,,0,3,0,0.0,0,71,,louisiana-state,2021
7,Chris Hilton Jr.,WR,4,1,3,3.0,0,0,0,,0,84,,louisiana-state,2021
1,Malik Nabers,WR,14,2,31,15.5,0,2,-2,-1.0,0,1051,,louisiana-state,2022
2,Noah Cain,RB,14,7,155,22.1,0,0,0,,0,640,,louisiana-state,2022
3,Gregory Clayton Jr.,WR,12,0,0,,0,11,51,4.6,0,51,,louisiana-state,2022
4,Jack Bech,WR,12,4,82,20.5,0,3,3,1.0,0,285,,louisiana-state,2022
5,Chris Hilton Jr.,WR,4,1,23,23.0,0,0,0,,0,132,,louisiana-state,2022
6,Javen Nicholas,WR,4,2,36,18.0,0,0,0,,0,38,,louisiana-state,2022
1,Gregory Clayton Jr.,WR,13,2,26,13.0,0,4,50,12.5,0,76,,louisiana-state,2023
2,Kaleb Jackson,RB,13,10,249,24.9,0,0,0,,0,467,,louisiana-state,2023
3,Da'Shawn Womack,DE,12,1,-1,-1.0,0,0,0,,0,-1,,louisiana-state,2023
4,Aaron Anderson,WR,11,3,39,13.0,0,1,-3,-3.0,0,95,,louisiana-state,2023
5,Javen Nicholas,WR,10,5,86,17.2,0,2,27,13.5,0,113,,louisiana-state,2023
1,Joseph Mason,DL,12,3,20,6.7,0,0,0,,0,47,,louisiana-tech,2021
2,Smoke Harris,WR,12,0,0,,0,22,195,8.9,0,955,,louisiana-tech,2021
3,Tahj Magee,WR,12,1,46,46.0,0,0,0,,0,87,,louisiana-tech,2021
4,Bub Means,WR,11,12,244,20.3,0,0,0,,0,666,,louisiana-tech,2021
5,Isaiah Graham,WR,10,1,16,16.0,0,0,0,,0,299,,louisiana-tech,2021
6,Harlan Dixon,RB,9,3,65,21.7,0,0,0,,0,188,,louisiana-tech,2021
7,Samuel Emilus,WR,8,3,66,22.0,0,0,0,,0,323,,louisiana-tech,2021
8,Solomon Lewis,WR,4,10,251,25.1,0,0,0,,0,247,,louisiana-tech,2021
9,Matthew McCallister,WR,1,2,21,10.5,0,0,0,,0,21,,louisiana-tech,2021
1,J'Dan Burnett,DL,12,1,0,0.0,0,0,0,,0,30,,louisiana-tech,2022
2,Smoke Harris,WR,12,19,517,27.2,0,19,236,12.4,0,1387,,louisiana-tech,2022
3,Praise Okorie,WR,11,1,7,7.0,0,0,0,,0,16,,louisiana-tech,2022
4,Allen Walker,LB,10,1,2,2.0,0,0,0,,0,2,,louisiana-tech,2022
5,Cyrus Allen,WR,10,3,61,20.3,0,0,0,,0,569,,louisiana-tech,2022
6,Matthew McCallister,WR,7,1,12,12.0,0,0,0,,0,12,,louisiana-tech,2022
7,Keldric Moody,RB,6,1,12,12.0,0,0,0,,0,14,,louisiana-tech,2022
8,John Locke,TE,3,1,0,0.0,0,0,0,,0,0,,louisiana-tech,2022
9,Solomon Lewis,WR,3,4,101,25.3,0,0,0,,0,108,,louisiana-tech,2022
10,Devontae Mozee,DB,2,3,32,10.7,0,0,0,,0,32,,louisiana-tech,2022
1,Ryan Rivera,TE,12,2,-3,-1.5,0,0,0,,0,171,,louisiana-tech,2023
2,Smoke Harris,WR,12,6,125,20.8,0,28,234,8.4,1,1156,,louisiana-tech,2023
3,Cyrus Allen,WR,11,9,186,20.7,0,0,0,,0,956,,louisiana-tech,2023
4,Dakota Williams,WR,11,0,0,,0,1,7,7.0,0,18,,louisiana-tech,2023
5,Dedrick Latulas,WR,10,1,23,23.0,0,1,0,0.0,0,32,,louisiana-tech,2023
6,Eli Finley,TE,10,1,5,5.0,0,0,0,,0,15,,louisiana-tech,2023
7,Demarcus Griffin-Taylor,DB,8,9,222,24.7,0,0,0,,0,222,,louisiana-tech,2023
8,Nate Jones,TE,7,1,0,0.0,0,0,0,,0,112,,louisiana-tech,2023
1,Maurice Burkley,RB,13,4,55,13.8,0,0,0,,0,163,,louisville,2021
2,Tyler Harrell,WR,13,4,90,22.5,0,0,0,,0,613,,louisville,2021
3,Jordan Watkins,WR,12,1,28,28.0,0,8,85,10.6,0,642,,louisville,2021
4,Josh Johnson,WR,12,0,0,,0,2,12,6.0,0,137,,louisville,2021
5,Hassan Hall,RB,9,17,376,22.1,0,0,0,,0,667,,louisville,2021
6,Braden Smith,WR,4,0,0,,0,5,60,12.0,1,131,,louisville,2021
7,Jawhar Jordan,RB,4,5,183,36.6,1,0,0,,0,301,,louisville,2021
1,Braden Smith,WR,13,0,0,,0,28,141,5.0,0,362,,louisville,2022
2,Jawhar Jordan,RB,13,14,353,25.2,1,0,0,,0,1253,,louisville,2022
3,Chris Bell,WR,9,1,18,18.0,0,0,0,,0,123,,louisville,2022
1,Ahmari Huggins-Bruce,WR,14,0,0,,0,2,6,3.0,0,366,,louisville,2023
2,Isaac Guerendo,RB,14,11,211,19.2,0,0,0,,0,1255,,louisville,2023
3,Jimmy Calloway,WR,14,1,5,5.0,0,0,0,,1,267,,louisville,2023
4,Kevin Coleman Jr.,WR,14,4,88,22.0,0,26,117,4.5,0,592,,louisville,2023
5,Maurice Turner,RB,14,5,109,21.8,0,0,0,,0,480,,louisville,2023
6,Nate Kurisky,TE,14,1,9,9.0,0,0,0,,0,150,,louisville,2023
7,Jawhar Jordan,RB,13,2,63,31.5,0,0,0,,0,1437,,louisville,2023
1,Cory McCoy,S,13,4,113,28.3,0,0,0,,0,178,,marshall,2021
2,Jayden Harrison,WR,13,15,378,25.2,1,0,0,,0,632,,marshall,2021
3,Naquan Renalds,S,13,0,0,,0,1,8,8.0,0,8,,marshall,2021
4,Rasheen Ali,RB,13,1,97,97.0,1,0,0,,0,1840,,marshall,2021
5,Shadeed Ahmed,WR,13,1,22,22.0,0,0,0,,0,485,,marshall,2021
6,Sheldon Evans,RB,13,9,131,14.6,0,0,0,,0,548,,marshall,2021
7,Willie Johnson,WR,13,1,14,14.0,0,17,130,7.6,0,795,,marshall,2021
8,Daniel Foster,DL,10,2,1,0.5,0,0,0,,0,5,,marshall,2021
9,Talik Keaton,WR,7,1,6,6.0,0,6,21,3.5,0,295,,marshall,2021
1,Steven Gilmore,DB,13,0,0,,0,3,19,6.3,0,86,,marshall,2022
2,Andre Sam,S,12,0,0,,0,2,16,8.0,0,36,,marshall,2022
3,Ethan Payne,RB,12,1,23,23.0,0,0,0,,0,361,,marshall,2022
4,Jayden Harrison,WR,12,15,298,19.9,0,0,0,,0,389,,marshall,2022
5,Caleb McMillan,WR,10,2,22,11.0,0,1,0,0.0,0,224,,marshall,2022
6,Talik Keaton,WR,9,2,43,21.5,0,16,105,6.6,0,406,,marshall,2022
1,Ethan Payne,RB,13,1,11,11.0,0,0,0,,0,463,,marshall,2023
2,Jayden Harrison,WR,13,23,705,30.7,2,0,0,,0,1123,,marshall,2023
3,Sean Sallis,TE,12,1,6,6.0,0,0,0,,0,57,,marshall,2023
4,Talik Keaton,WR,12,0,4,,0,4,12,3.0,0,162,,marshall,2023
5,Mason Pierce,WR,11,0,0,,0,5,7,1.4,0,178,,marshall,2023
6,Eric Meeks,OL,9,1,17,17.0,0,0,0,,0,17,,marshall,2023
7,A.J. Turner,RB,3,3,32,10.7,0,0,0,,0,57,,marshall,2023
8,Maurice Jones,RB,2,1,14,14.0,0,0,0,,0,14,,marshall,2023
1,CJ Dippre,TE,13,1,0,0.0,0,0,0,,0,25,,maryland,2021
2,Rakim Jarrett,WR,13,9,158,17.6,0,0,0,,0,989,,maryland,2021
3,Tarheeb Still,DB,13,0,0,,0,21,172,8.2,1,186,,maryland,2021
4,Marcus Fleming,WR,7,4,88,22.0,0,0,0,,0,285,,maryland,2021
5,Dontay Demus,WR,6,5,95,19.0,0,0,0,,0,602,,maryland,2021
6,Jeshaun Jones,WR,6,1,21,21.0,0,2,11,5.5,0,256,,maryland,2021
7,Isaiah Jacobs,RB,5,2,14,7.0,0,0,0,,0,177,,maryland,2021
8,TJ Kautai,LB,5,1,0,0.0,0,0,0,,0,0,,maryland,2021
9,Dejuan Ellis,WR,4,3,56,18.7,0,0,0,,0,56,,maryland,2021
10,Roman Hemby,RB,4,1,28,28.0,0,0,0,,0,100,,maryland,2021
1,Jeshaun Jones,WR,13,0,0,,0,7,53,7.6,0,626,,maryland,2022
2,Octavian Smith Jr.,WR,13,17,386,22.7,0,0,0,,0,551,,maryland,2022
3,Roman Hemby,RB,13,4,43,10.8,0,0,0,,0,1330,,maryland,2022
4,Tai Felton,WR,13,6,150,25.0,0,0,0,,0,459,,maryland,2022
5,Tarheeb Still,DB,13,0,0,,0,17,103,6.1,0,103,,maryland,2022
6,Deonte Banks,DB,12,1,19,19.0,0,0,0,,0,19,,maryland,2022
7,Jacob Copeland,WR,12,8,128,16.0,0,0,0,,0,503,,maryland,2022
8,Joseph Bearns III,FB,11,1,5,5.0,0,0,0,,0,5,,maryland,2022
1,Braedan Wisloski,WR,13,16,380,23.8,1,0,0,,0,378,,maryland,2023
2,Caleb Wheatland,LB,13,2,0,0.0,0,0,0,,0,0,,maryland,2023
3,Jeshaun Jones,WR,13,0,0,,0,7,82,11.7,0,871,,maryland,2023
4,Octavian Smith Jr.,WR,13,3,55,18.3,0,0,0,,0,263,,maryland,2023
5,Roman Hemby,RB,13,1,18,18.0,0,0,0,,0,1047,,maryland,2023
6,Tarheeb Still,DB,10,1,0,0.0,0,5,19,3.8,0,48,,maryland,2023
1,Eric Collins,WR,12,6,92,15.3,0,9,66,7.3,0,357,,massachusetts,2021
2,Tray Pettway,WR,12,1,-2,-2.0,0,0,0,,0,215,,massachusetts,2021
3,Josiah Johnson,TE,11,1,12,12.0,0,0,0,,0,177,,massachusetts,2021
4,Jermaine Johnson Jr.,WR,10,7,133,19.0,0,0,0,,0,218,,massachusetts,2021
5,Kay'ron Adams,RB,7,4,49,12.3,0,0,0,,0,206,,massachusetts,2021
