"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Jacari Carter","WR","13","2","21","10.5","0","8","17","2.1","0","306","","georgia-state","2023"
"2","Tailique Williams","WR","13","11","187","17.0","0","1","0","0.0","0","801","","georgia-state","2023"
"3","Robert Lewis","WR","12","8","163","20.4","0","0","0","","0","1040","","georgia-state","2023"
