"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Jaxon Smith-Njigba","WR","13","0","0","","0","8","60","7.5","0","1666","","ohio-state","2021"
"2","Steele Chambers","LB","13","1","13","13.0","0","0","0","","0","13","","ohio-state","2021"
"3","TreVeyon Henderson","RB","13","1","19","19.0","0","0","0","","0","1579","","ohio-state","2021"
"4","Chris Olave","WR","12","0","0","","0","1","4","4.0","0","940","","ohio-state","2021"
"5","Xavier Johnson","WR","12","3","52","17.3","0","0","0","","0","52","","ohio-state","2021"
"6","Garrett Wilson","WR","11","0","0","","0","13","68","5.2","0","1202","","ohio-state","2021"
"7","Emeka Egbuka","WR","10","20","580","29.0","0","0","0","","0","771","","ohio-state","2021"
"8","Julian Fleming","WR","9","3","22","7.3","0","0","0","","0","108","","ohio-state","2021"
