"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Keaton Mitchell","RB","12","1","5","5.0","0","0","0","","0","1390","","east-carolina","2021"
"2","Tyler Snead","WR","12","17","378","22.2","0","12","81","6.8","0","1313","","east-carolina","2021"
"3","Warren Saba","S","12","2","24","12.0","0","0","0","","0","55","","east-carolina","2021"
"4","Maceo Donald","RB","11","1","11","11.0","0","0","0","","0","11","","east-carolina","2021"
