"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Cooper Shults","TE","14","1","13","13.0","0","0","0","","0","13","","oregon","2021"
"2","Kris Hutson","WR","14","14","313","22.4","0","0","0","","0","723","","oregon","2021"
"3","Terrance Ferguson","TE","14","1","4","4.0","0","0","0","","0","145","","oregon","2021"
"4","Mykael Wright","CB","13","11","306","27.8","0","0","0","","0","306","","oregon","2021"
"5","Seven McGee","RB","13","5","83","16.6","0","2","19","9.5","0","247","","oregon","2021"
"6","Johnny Johnson III","WR","10","2","47","23.5","0","0","0","","0","358","","oregon","2021"
"7","Mycah Pittman","WR","10","0","0","","0","15","151","10.1","0","348","","oregon","2021"
