"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Bryant Fitzgerald","DB","12","1","21","21.0","0","0","0","","0","46","","indiana","2021"
"2","Davion Ervin-Poindexter","RB","12","2","14","7.0","0","0","0","","0","267","","indiana","2021"
"3","Marcelino Ball","DB","12","4","81","20.3","0","0","0","","0","81","","indiana","2021"
"4","Ty Fryfogle","WR","12","0","0","","0","3","-5","-1.7","0","541","","indiana","2021"
"5","Jacolby Hewitt","WR","10","10","226","22.6","0","0","0","","0","279","","indiana","2021"
"6","Reese Taylor","DB","9","0","0","","0","4","32","8.0","0","32","","indiana","2021"
"7","D.J. Matthews","WR","5","0","0","","0","4","83","20.8","1","276","","indiana","2021"
"8","David Holloman","RB","4","3","66","22.0","0","0","0","","0","100","","indiana","2021"
"9","David Ellis","RB","3","1","16","16.0","0","0","0","","0","26","","indiana","2021"
