"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Brenden Rice","WR","11","17","469","27.6","0","0","0","","0","822","","colorado","2021"
"2","Chase Penry","WR","11","2","24","12.0","0","3","53","17.7","0","163","","colorado","2021"
"3","Trevor Woods","S","10","0","0","","0","1","54","54.0","1","54","","colorado","2021"
"4","Dimitri Stanley","WR","9","0","0","","0","10","123","12.3","0","254","","colorado","2021"
"5","Nikko Reed","CB","9","1","100","100.0","1","1","5","5.0","0","105","","colorado","2021"
"6","Vontae Shenault","WR","3","0","0","","0","4","38","9.5","0","98","","colorado","2021"
"7","Jared Poplawski","TE","2","1","10","10.0","0","0","0","","0","10","","colorado","2021"
