"rk","player","pos","g","ret","yds","y_ret","krtd","ret_2","yds_2","y_ret_2","prtd","ap_yd","awards","Team","Year"
"1","Ahmarean Brown","WR","13","0","0","","0","4","55","13.8","1","293","","south-carolina","2022"
"2","Dakereon Joyner","RB","13","1","12","12.0","0","0","0","","0","188","","south-carolina","2022"
"3","Juju McDowell","RB","13","5","80","16.0","0","0","0","","0","493","","south-carolina","2022"
"4","Xavier Legette","WR","13","15","441","29.4","1","0","0","","0","629","","south-carolina","2022"
"5","Josh Vann","WR","12","2","45","22.5","0","10","151","15.1","0","492","","south-carolina","2022"
