"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Arland Bruce IV","WR","14","10","65","6.5","3","4.6","25","209","8.4","1","14.9","35","274","7.8","4","","iowa","2021"
"2","Charlie Jones","WR","14","7","8","1.1","0","0.6","21","323","15.4","3","23.1","28","331","11.8","3","","iowa","2021"
"3","Gavin Williams","RB","14","65","305","4.7","0","21.8","9","47","5.2","0","3.4","74","352","4.8","0","","iowa","2021"
"4","Sam Laporta","TE","14","0","0","","0","0.0","53","670","12.6","3","47.9","53","670","12.6","3","","iowa","2021"
"5","Nico Ragaini","WR","14","0","0","","0","0.0","26","331","12.7","1","23.6","26","331","12.7","1","","iowa","2021"
"6","Monte Pottebaum","FB","14","15","76","5.1","1","5.4","4","9","2.3","0","0.6","19","85","4.5","1","","iowa","2021"
"7","Tyrone Tracy Jr.","WR","13","7","33","4.7","1","2.5","15","106","7.1","1","8.2","22","139","6.3","2","","iowa","2021"
"8","Tyler Goodson","RB","13","256","1151","4.5","6","88.5","31","247","8.0","1","19.0","287","1398","4.9","7","","iowa","2021"
"9","Luke Lachey","TE","13","0","0","","0","0.0","8","133","16.6","0","10.2","8","133","16.6","0","","iowa","2021"
"10","Keagan Johnson","WR","13","3","8","2.7","0","0.6","18","352","19.6","2","27.1","21","360","17.1","2","","iowa","2021"
"11","Spencer Petras","QB","12","48","-109","-2.3","5","-9.1","0","0","","0","0.0","48","-109","-2.3","5","","iowa","2021"
"12","Ivory Kelly-Martin","RB","11","45","202","4.5","1","18.4","7","49","7.0","0","4.5","52","251","4.8","1","","iowa","2021"
"13","Alex Padilla","QB","9","17","-25","-1.5","1","-2.8","0","0","","0","0.0","17","-25","-1.5","1","","iowa","2021"
"14","Jackson Ritter","WR","5","0","0","","0","0.0","3","21","7.0","0","4.2","3","21","7.0","0","","iowa","2021"
"15","Max Cooper","WR","4","0","0","","0","0.0","1","2","2.0","0","0.5","1","2","2.0","0","","iowa","2021"
"16","Leshon Williams","RB","3","21","69","3.3","0","23.0","0","0","","0","0.0","21","69","3.3","0","","iowa","2021"
"17","Josiah Miamen","TE","3","0","0","","0","0.0","1","22","22.0","0","7.3","1","22","22.0","0","","iowa","2021"
