"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Andrew Glass","K","12","2","6","3.0","0","0.5","0","0","","0","0.0","2","6","3.0","0","","kent-state","2023"
"2","Hayden Junker","TE","12","0","0","","0","0.0","3","37","12.3","1","3.1","3","37","12.3","1","","kent-state","2023"
"3","Jameel Gardner","WR","12","0","0","","0","0.0","24","298","12.4","1","24.8","24","298","12.4","1","","kent-state","2023"
"4","Justin Holmes","TE","12","1","30","30.0","0","2.5","20","188","9.4","0","15.7","21","218","10.4","0","","kent-state","2023"
"5","Luke Floriea","WR","12","1","13","13.0","1","1.1","39","413","10.6","4","34.4","40","426","10.7","5","","kent-state","2023"
"6","Xavier Williams","RB","12","42","137","3.3","1","11.4","1","1","1.0","0","0.1","43","138","3.2","1","","kent-state","2023"
"7","Gavin Garcia","RB","11","138","544","3.9","2","49.5","1","3","3.0","0","0.3","139","547","3.9","2","","kent-state","2023"
"8","Jack Coulson","WR","11","1","15","15.0","0","1.4","2","10","5.0","0","0.9","3","25","8.3","0","","kent-state","2023"
"9","Jaylen Thomas","RB","11","133","460","3.5","2","41.8","3","16","5.3","0","1.5","136","476","3.5","2","","kent-state","2023"
"10","Trell Harris","WR","11","0","0","","0","0.0","26","399","15.3","1","36.3","26","399","15.3","1","","kent-state","2023"
"11","Tommy Ulatowski","QB","10","47","89","1.9","1","8.9","0","0","","0","0.0","47","89","1.9","1","","kent-state","2023"
"12","Chrishon McCray","WR","9","4","22","5.5","0","2.4","41","610","14.9","4","67.8","45","632","14.0","4","","kent-state","2023"
"13","Michael Alaimo","QB","8","57","-48","-0.8","1","-6.0","0","0","","0","0.0","57","-48","-0.8","1","","kent-state","2023"
"14","Curtis Douglas","RB","3","8","39","4.9","0","13.0","0","0","","0","0.0","8","39","4.9","0","","kent-state","2023"
"15","Devin Kargman","QB","3","5","-29","-5.8","0","-9.7","0","0","","0","0.0","5","-29","-5.8","0","","kent-state","2023"
