"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Anthony Hankerson","RB","12","78","319","4.1","1","26.6","16","71","4.4","1","5.9","94","390","4.1","2","","colorado","2023"
"2","Michael Harrison","TE","12","0","0","","0","0.0","31","284","9.2","5","23.7","31","284","9.2","5","","colorado","2023"
"3","Kaleb Mathis","WR","12","0","0","","0","0.0","6","38","6.3","0","3.2","6","38","6.3","0","","colorado","2023"
"4","Jimmy Horn Jr.","WR","12","2","18","9.0","0","1.5","58","567","9.8","6","47.3","60","585","9.8","6","","colorado","2023"
"5","Dylan Edwards","RB","12","76","321","4.2","1","26.8","36","299","8.3","4","24.9","112","620","5.5","5","","colorado","2023"
"6","Shedeur Sanders","QB","11","111","-77","-0.7","4","-7.0","0","0","","0","0.0","111","-77","-0.7","4","","colorado","2023"
"7","Sy'veon Wilkerson","RB","11","53","190","3.6","3","17.3","5","50","10.0","0","4.5","58","240","4.1","3","","colorado","2023"
"8","Xavier Weaver","WR","11","2","15","7.5","2","1.4","68","908","13.4","4","82.5","70","923","13.2","6","","colorado","2023"
"9","Javon Antonio","WR","10","0","0","","0","0.0","17","209","12.3","2","20.9","17","209","12.3","2","","colorado","2023"
"10","Kavosiey Smoke","RB","10","2","-2","-1.0","0","-0.2","0","0","","0","0.0","2","-2","-1.0","0","","colorado","2023"
"11","Omarion Miller","WR","10","0","0","","0","0.0","11","234","21.3","1","23.4","11","234","21.3","1","","colorado","2023"
"12","Travis Hunter","CB","9","0","0","","0","0.0","57","721","12.6","5","80.1","57","721","12.6","5","AA","colorado","2023"
"13","Charlie Offerdahl","RB","8","2","11","5.5","0","1.4","0","0","","0","0.0","2","11","5.5","0","","colorado","2023"
"14","Tar'Varish Dawson Jr.","WR","7","1","8","8.0","1","1.1","14","124","8.9","1","17.7","15","132","8.8","2","","colorado","2023"
"15","Willie Gaines","WR","5","0","0","","0","0.0","2","12","6.0","0","2.4","2","12","6.0","0","","colorado","2023"
"16","Alton McCaskill","RB","4","14","59","4.2","0","14.8","2","19","9.5","0","4.8","16","78","4.9","0","","colorado","2023"
"17","Ryan Staub","QB","3","11","-26","-2.4","0","-8.7","0","0","","0","0.0","11","-26","-2.4","0","","colorado","2023"
"18","Gavin Kuld","QB","2","3","-3","-1.0","0","-1.5","0","0","","0","0.0","3","-3","-1.0","0","","colorado","2023"
