"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Camden Brown","WR","12","0","0","","0","0.0","9","123","13.7","2","10.3","9","123","13.7","2","","auburn","2022"
"2","Tank Bigsby","RB","12","179","970","5.4","10","80.8","30","180","6.0","0","15.0","209","1150","5.5","10","","auburn","2022"
"3","Shedrick Jackson","WR","12","1","12","12.0","0","1.0","16","217","13.6","0","18.1","17","229","13.5","0","","auburn","2022"
"4","Robby Ashford","QB","12","153","710","4.6","7","59.2","0","0","","0","0.0","153","710","4.6","7","","auburn","2022"
"5","Omari Kelly","WR","12","0","0","","0","0.0","3","56","18.7","0","4.7","3","56","18.7","0","","auburn","2022"
"6","Luke Deal","TE","12","0","0","","0","0.0","3","34","11.3","0","2.8","3","34","11.3","0","","auburn","2022"
"7","Tyler Fromm","TE","12","0","0","","0","0.0","3","51","17.0","0","4.3","3","51","17.0","0","","auburn","2022"
"8","Koy Moore","WR","12","1","8","8.0","0","0.7","20","314","15.7","1","26.2","21","322","15.3","1","","auburn","2022"
"9","John Samuel Shenker","TE","12","2","-3","-1.5","0","-0.3","20","208","10.4","1","17.3","22","205","9.3","1","","auburn","2022"
"10","Ja'Varrius Johnson","WR","12","4","12","3.0","0","1.0","26","493","19.0","3","41.1","30","505","16.8","3","","auburn","2022"
"11","Jarquez Hunter","RB","12","104","668","6.4","7","55.7","17","224","13.2","2","18.7","121","892","7.4","9","","auburn","2022"
"12","Brandon Frazier","TE","12","0","0","","0","0.0","2","19","9.5","0","1.6","2","19","9.5","0","","auburn","2022"
"13","Damari Alston","RB","12","14","85","6.1","0","7.1","1","13","13.0","0","1.1","15","98","6.5","0","","auburn","2022"
"14","Dazalin Worsham","WR","11","1","-1","-1.0","0","-0.1","1","8","8.0","0","0.7","2","7","3.5","0","","auburn","2022"
"15","Jay Fair","WR","10","0","0","","0","0.0","2","34","17.0","0","3.4","2","34","17.0","0","","auburn","2022"
"16","Malcolm Johnson Jr.","WR","6","1","3","3.0","0","0.5","2","28","14.0","0","4.7","3","31","10.3","0","","auburn","2022"
"17","Tar'Varish Dawson Jr.","WR","4","2","10","5.0","0","2.5","2","30","15.0","0","7.5","4","40","10.0","0","","auburn","2022"
"18","TJ Finley","QB","4","17","33","1.9","1","8.3","0","0","","0","0.0","17","33","1.9","1","","auburn","2022"
"19","Ze'Vian Capers","WR","3","0","0","","0","0.0","1","16","16.0","0","5.3","1","16","16.0","0","","auburn","2022"
"20","Landen King","WR","3","0","0","","0","0.0","1","24","24.0","0","8.0","1","24","24.0","0","","auburn","2022"
"21","Holden Geriner","QB","1","2","-17","-8.5","0","-17.0","0","0","","0","0.0","2","-17","-8.5","0","","auburn","2022"
