"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Colby Bowman","WR","13","0","0","","0","0.0","11","247","22.5","2","19.0","11","247","22.5","2","","utah-state","2023"
"2","Terrell Vaughn","WR","13","4","3","0.8","0","0.2","89","933","10.5","11","71.8","93","936","10.1","11","","utah-state","2023"
"3","Jalen Royals","WR","13","0","0","","0","0.0","71","1080","15.2","15","83.1","71","1080","15.2","15","","utah-state","2023"
"4","Rahsul Faison","RB","13","118","736","6.2","5","56.6","11","52","4.7","0","4.0","129","788","6.1","5","","utah-state","2023"
"5","Kyrese Rowan","WR","13","0","0","","0","0.0","2","6","3.0","0","0.5","2","6","3.0","0","","utah-state","2023"
"6","Anthony Switzer","S","12","1","4","4.0","0","0.3","0","0","","0","0.0","1","4","4.0","0","","utah-state","2023"
"7","Will Monney","TE","12","0","0","","0","0.0","1","3","3.0","0","0.3","1","3","3.0","0","","utah-state","2023"
"8","Davon Booth","RB","12","120","805","6.7","6","67.1","12","50","4.2","0","4.2","132","855","6.5","6","","utah-state","2023"
"9","Elliott Nimrod","K","12","1","18","18.0","1","1.5","0","0","","0","0.0","1","18","18.0","1","","utah-state","2023"
"10","Broc Lane","TE","11","0","0","","0","0.0","21","208","9.9","1","18.9","21","208","9.9","1","","utah-state","2023"
"11","Robert Briggs","RB","11","80","420","5.3","2","38.2","6","11","1.8","0","1.0","86","431","5.0","2","","utah-state","2023"
"12","Micah Davis","WR","11","0","0","","0","0.0","36","628","17.4","6","57.1","36","628","17.4","6","","utah-state","2023"
"13","Levi Williams","QB","11","45","209","4.6","3","19.0","0","0","","0","0.0","45","209","4.6","3","","utah-state","2023"
"14","Cooper Legas","QB","9","68","122","1.8","0","13.6","0","0","","0","0.0","68","122","1.8","0","","utah-state","2023"
"15","McCae Hillstead","QB","8","44","36","0.8","0","4.5","0","0","","0","0.0","44","36","0.8","0","","utah-state","2023"
"16","Otto Tia","WR","6","0","0","","0","0.0","5","62","12.4","0","10.3","5","62","12.4","0","","utah-state","2023"
"17","Josh Sterzer","TE","5","0","0","","0","0.0","2","11","5.5","0","2.2","2","11","5.5","0","","utah-state","2023"
"18","Kahanu Davis","WR","4","0","0","","0","0.0","2","14","7.0","0","3.5","2","14","7.0","0","","utah-state","2023"
"19","Cooper Jones","RB","4","14","45","3.2","1","11.3","0","0","","0","0.0","14","45","3.2","1","","utah-state","2023"
