"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Hunter Smith","RB","12","94","507","5.4","3","42.3","8","71","8.9","0","5.9","102","578","5.7","3","","louisiana-monroe","2023"
"2","Tyrone Howell","WR","12","0","0","","0","0.0","49","590","12.0","7","49.2","49","590","12.0","7","","louisiana-monroe","2023"
"3","Nyny Davis","WR","12","1","14","14.0","0","1.2","28","222","7.9","2","18.5","29","236","8.1","2","","louisiana-monroe","2023"
"4","Nolan Quinlan","TE","12","0","0","","0","0.0","17","207","12.2","1","17.3","17","207","12.2","1","","louisiana-monroe","2023"
"5","Jiya Wright","QB","12","99","264","2.7","2","22.0","0","0","","0","0.0","99","264","2.7","2","","louisiana-monroe","2023"
"6","Isaiah Woullard","RB","12","98","447","4.6","1","37.3","9","26","2.9","1","2.2","107","473","4.4","2","","louisiana-monroe","2023"
"7","Dariyan Wiley","WR","12","0","0","","0","0.0","24","400","16.7","2","33.3","24","400","16.7","2","","louisiana-monroe","2023"
"8","Charles Norman","RB","12","24","102","4.3","0","8.5","0","0","","0","0.0","24","102","4.3","0","","louisiana-monroe","2023"
"9","Brian Garcia","QB","12","3","3","1.0","0","0.3","0","0","","0","0.0","3","3","1.0","0","","louisiana-monroe","2023"
"10","Bud Tolbert","WR","11","0","0","","0","0.0","6","58","9.7","1","5.3","6","58","9.7","1","","louisiana-monroe","2023"
"11","Alred Luke","WR","10","0","0","","0","0.0","16","184","11.5","1","18.4","16","184","11.5","1","","louisiana-monroe","2023"
"12","Bennett Galloway","RB","10","44","287","6.5","0","28.7","2","22","11.0","0","2.2","46","309","6.7","0","","louisiana-monroe","2023"
"13","Bugs Mortimer","WR","9","3","23","7.7","0","2.6","15","291","19.4","0","32.3","18","314","17.4","0","","louisiana-monroe","2023"
"14","Jalen Jackson","WR","9","0","0","","0","0.0","1","10","10.0","0","1.1","1","10","10.0","0","","louisiana-monroe","2023"
"15","Thaddius Franklin Jr.","RB","5","12","47","3.9","1","9.4","0","0","","0","0.0","12","47","3.9","1","","louisiana-monroe","2023"
"16","Justin Kimber","WR","4","0","0","","0","0.0","2","17","8.5","0","4.3","2","17","8.5","0","","louisiana-monroe","2023"
"17","Blake Murphy","QB","4","22","-4","-0.2","0","-1.0","0","0","","0","0.0","22","-4","-0.2","0","","louisiana-monroe","2023"
"18","Hunter Herring","QB","2","13","68","5.2","0","34.0","0","0","","0","0.0","13","68","5.2","0","","louisiana-monroe","2023"
