"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Anthony Venneri","K","12","1","9","9.0","0","0.8","0","0","","0","0.0","1","9","9.0","0","","buffalo","2023"
"2","Boobie Curry","WR","12","0","0","","0","0.0","29","303","10.4","1","25.3","29","303","10.4","1","","buffalo","2023"
"3","Cole Harrity","WR","12","4","18","4.5","0","1.5","35","294","8.4","3","24.5","39","312","8.0","3","","buffalo","2023"
"4","Cole Snyder","QB","12","67","88","1.3","1","7.3","0","0","","0","0.0","67","88","1.3","1","","buffalo","2023"
"5","Darrell Harding Jr.","WR","12","0","0","","0","0.0","23","451","19.6","3","37.6","23","451","19.6","3","","buffalo","2023"
"6","Tadd Barr","WR","12","1","1","1.0","0","0.1","0","0","","0","0.0","1","1","1.0","0","","buffalo","2023"
"7","Marlyn Johnson","WR","12","0","0","","0","0.0","40","494","12.4","4","41.2","40","494","12.4","4","","buffalo","2023"
"8","Ron Cook Jr.","RB","12","148","609","4.1","6","50.8","29","220","7.6","1","18.3","177","829","4.7","7","","buffalo","2023"
"9","Chance Morrow","WR","11","0","0","","0","0.0","4","70","17.5","0","6.4","4","70","17.5","0","","buffalo","2023"
"10","Jacqez Barksdale","RB","11","52","248","4.8","2","22.5","6","8","1.3","0","0.7","58","256","4.4","2","","buffalo","2023"
"11","Mike Washington","RB","11","90","362","4.0","2","32.9","13","35","2.7","0","3.2","103","397","3.9","2","","buffalo","2023"
"12","Al-Jay Henderson","RB","10","5","0","0.0","1","0.0","0","0","","0","0.0","5","0","0.0","1","","buffalo","2023"
"13","Cameron Ball","TE","10","0","0","","0","0.0","8","82","10.3","0","8.2","8","82","10.3","0","","buffalo","2023"
"14","Victor Snow","WR","10","5","30","6.0","0","3.0","1","12","12.0","0","1.2","6","42","7.0","0","","buffalo","2023"
"15","Zion Carter","TE","9","0","0","","0","0.0","4","33","8.3","0","3.7","4","33","8.3","0","","buffalo","2023"
"16","Andrew Schnackenberg","TE","8","0","0","","0","0.0","2","8","4.0","1","1.0","2","8","4.0","1","","buffalo","2023"
"17","CJ Ogbonna","QB","8","51","214","4.2","3","26.8","0","0","","0","0.0","51","214","4.2","3","","buffalo","2023"
"18","Nik McMillan","WR","7","2","20","10.0","0","2.9","13","180","13.8","1","25.7","15","200","13.3","1","","buffalo","2023"
"19","Jacob Orlando","TE","4","0","0","","0","0.0","4","28","7.0","0","7.0","4","28","7.0","0","","buffalo","2023"
"20","Micah Woods","WR","2","0","0","","0","0.0","1","4","4.0","0","2.0","1","4","4.0","0","","buffalo","2023"
"21","Lamar Sperling","RB","2","4","17","4.3","0","8.5","0","0","","0","0.0","4","17","4.3","0","","buffalo","2023"
