"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Cam Fancher","QB","13","107","466","4.4","1","35.8","0","0","","0","0.0","107","466","4.4","1","","marshall","2022"
"2","Charles Montgomery","WR","13","6","15","2.5","0","1.2","36","402","11.2","1","30.9","42","417","9.9","1","","marshall","2022"
"3","Corey Gammage","WR","13","0","0","","0","0.0","52","774","14.9","6","59.5","52","774","14.9","6","","marshall","2022"
"4","Devin Miller","TE","13","0","0","","0","0.0","21","168","8.0","2","12.9","21","168","8.0","2","","marshall","2022"
"5","Khalan Laborn","RB","13","302","1513","5.0","16","116.4","16","116","7.3","0","8.9","318","1629","5.1","16","","marshall","2022"
"6","Rece Verhoff","K","13","1","-13","-13.0","0","-1.0","0","0","","0","0.0","1","-13","-13.0","0","","marshall","2022"
"7","EJ Horton","WR","12","2","15","7.5","0","1.3","12","186","15.5","1","15.5","14","201","14.4","1","","marshall","2022"
"8","Ethan Payne","RB","12","48","256","5.3","2","21.3","10","82","8.2","0","6.8","58","338","5.8","2","","marshall","2022"
"9","Jayden Harrison","WR","12","1","-4","-4.0","0","-0.3","12","95","7.9","1","7.9","13","91","7.0","1","","marshall","2022"
"10","Shadeed Ahmed","WR","12","0","0","","0","0.0","16","150","9.4","1","12.5","16","150","9.4","1","","marshall","2022"
"11","Stacey Marshall","TE","11","0","0","","0","0.0","1","6","6.0","0","0.5","1","6","6.0","0","","marshall","2022"
"12","Toby Payne","TE","10","0","0","","0","0.0","2","27","13.5","1","2.7","2","27","13.5","1","","marshall","2022"
"13","Caleb McMillan","WR","10","1","4","4.0","0","0.4","13","198","15.2","1","19.8","14","202","14.4","1","","marshall","2022"
"14","Talik Keaton","WR","9","2","32","16.0","0","3.6","24","226","9.4","0","25.1","26","258","9.9","0","","marshall","2022"
"15","A.J. Turner","RB","8","17","100","5.9","0","12.5","4","21","5.3","1","2.6","21","121","5.8","1","","marshall","2022"
"16","Henry Colombi","QB","7","43","-18","-0.4","0","-2.6","0","0","","0","0.0","43","-18","-0.4","0","","marshall","2022"
"17","Caleb Coombs","WR","6","1","-3","-3.0","0","-0.5","3","20","6.7","0","3.3","4","17","4.3","0","","marshall","2022"
"18","Bryan Robinson","WR","4","0","0","","0","0.0","1","15","15.0","0","3.8","1","15","15.0","0","","marshall","2022"
"19","Rasheen Ali","RB","3","47","273","5.8","1","91.0","2","10","5.0","1","3.3","49","283","5.8","2","","marshall","2022"
"20","Isaiah Gordon","RB","2","3","9","3.0","0","4.5","0","0","","0","0.0","3","9","3.0","0","","marshall","2022"
"21","Maurice Jones","RB","1","8","51","6.4","0","51.0","0","0","","0","0.0","8","51","6.4","0","","marshall","2022"
