"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Julian Lopez","TE","12","0","0","","0","0.0","3","16","5.3","0","1.3","3","16","5.3","0","","texas-el-paso","2023"
"2","Zach Fryar","TE","12","0","0","","0","0.0","10","59","5.9","1","4.9","10","59","5.9","1","","texas-el-paso","2023"
"3","Marcus Vinson","TE","12","1","0","0.0","0","0.0","3","40","13.3","1","3.3","4","40","10.0","1","","texas-el-paso","2023"
"4","Kelly Akharaiyi","WR","12","1","7","7.0","0","0.6","48","1033","21.5","7","86.1","49","1040","21.2","7","","texas-el-paso","2023"
"5","Jeremiah Ballard","WR","12","0","0","","0","0.0","34","551","16.2","1","45.9","34","551","16.2","1","","texas-el-paso","2023"
"6","Deion Hankins","RB","12","157","812","5.2","5","67.7","7","71","10.1","0","5.9","164","883","5.4","5","","texas-el-paso","2023"
"7","Emari White","WR","11","2","20","10.0","0","1.8","8","132","16.5","0","12.0","10","152","15.2","0","","texas-el-paso","2023"
"8","Torrance Burgess Jr.","RB","11","124","620","5.0","2","56.4","17","227","13.4","0","20.6","141","847","6.0","2","","texas-el-paso","2023"
"9","Mike Franklin","RB","8","45","180","4.0","3","22.5","4","35","8.8","0","4.4","49","215","4.4","3","","texas-el-paso","2023"
"10","Cade McConnell","QB","7","31","-49","-1.6","0","-7.0","0","0","","0","0.0","31","-49","-1.6","0","","texas-el-paso","2023"
"11","Kevin Hurley","QB","7","20","48","2.4","3","6.9","0","0","","0","0.0","20","48","2.4","3","","texas-el-paso","2023"
"12","Yamil Oaxaca","WR","6","1","-2","-2.0","0","-0.3","0","0","","0","0.0","1","-2","-2.0","0","","texas-el-paso","2023"
"13","Gavin Hardison","QB","5","34","-8","-0.2","2","-1.6","0","0","","0","0.0","34","-8","-0.2","2","","texas-el-paso","2023"
"14","Jostein Clarke","WR","5","0","0","","0","0.0","3","44","14.7","1","8.8","3","44","14.7","1","","texas-el-paso","2023"
"15","Luke Seib","TE","5","0","0","","0","0.0","1","14","14.0","0","2.8","1","14","14.0","0","","texas-el-paso","2023"
"16","Javoni Gardere","WR","4","0","0","","0","0.0","4","59","14.8","1","14.8","4","59","14.8","1","","texas-el-paso","2023"
"17","Ezell Jolly","RB","4","15","53","3.5","0","13.3","5","32","6.4","0","8.0","20","85","4.3","0","","texas-el-paso","2023"
"18","Marcus Bellon","WR","4","1","0","0.0","0","0.0","10","97","9.7","0","24.3","11","97","8.8","0","","texas-el-paso","2023"
"19","Tyrin Smith","WR","4","0","0","","0","0.0","19","191","10.1","1","47.8","19","191","10.1","1","","texas-el-paso","2023"
"20","Jake McNamara","QB","2","8","32","4.0","1","16.0","0","0","","0","0.0","8","32","4.0","1","","texas-el-paso","2023"
"21","Daryon Triche","RB","2","5","21","4.2","0","10.5","2","11","5.5","0","5.5","7","32","4.6","0","","texas-el-paso","2023"
