"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Roydell Williams","RB","13","56","250","4.5","4","19.2","5","37","7.4","0","2.8","61","287","4.7","4","","alabama","2022"
"2","Robbie Ouzts","TE","13","0","0","","0","0.0","4","43","10.8","0","3.3","4","43","10.8","0","","alabama","2022"
"3","Kobe Prentice","WR","13","0","0","","0","0.0","31","337","10.9","2","25.9","31","337","10.9","2","","alabama","2022"
"4","Jermaine Burton","WR","13","0","0","","0","0.0","40","677","16.9","7","52.1","40","677","16.9","7","","alabama","2022"
"5","Isaiah Bond","WR","13","0","0","","0","0.0","17","220","12.9","1","16.9","17","220","12.9","1","","alabama","2022"
"6","Ja'Corey Brooks","WR","13","0","0","","0","0.0","39","674","17.3","8","51.8","39","674","17.3","8","","alabama","2022"
"7","Jase McClellan","RB","13","112","655","5.8","7","50.4","14","174","12.4","3","13.4","126","829","6.6","10","","alabama","2022"
"8","Jamarion Miller","RB","13","33","223","6.8","2","17.2","1","-1","-1.0","0","-0.1","34","222","6.5","2","","alabama","2022"
"9","Bryce Young","QB","12","49","185","3.8","4","15.4","0","0","","0","0.0","49","185","3.8","4","H-6","alabama","2022"
"10","Jahmyr Gibbs","RB","12","151","926","6.1","7","77.2","44","444","10.1","3","37.0","195","1370","7.0","10","","alabama","2022"
"11","Emmanuel Henderson","WR","12","0","0","","0","0.0","1","14","14.0","0","1.2","1","14","14.0","0","","alabama","2022"
"12","Kendrick Law","WR","11","0","0","","0","0.0","8","103","12.9","0","9.4","8","103","12.9","0","","alabama","2022"
"13","Cameron Latu","TE","11","0","0","","0","0.0","30","377","12.6","4","34.3","30","377","12.6","4","","alabama","2022"
"14","Christian Leary","WR","10","0","0","","0","0.0","1","6","6.0","0","0.6","1","6","6.0","0","","alabama","2022"
"15","Amari Niblack","TE","10","0","0","","0","0.0","1","15","15.0","1","1.5","1","15","15.0","1","","alabama","2022"
"16","Traeshon Holden","WR","10","0","0","","0","0.0","25","331","13.2","6","33.1","25","331","13.2","6","","alabama","2022"
"17","Trey Sanders","RB","10","14","80","5.7","1","8.0","2","13","6.5","0","1.3","16","93","5.8","1","","alabama","2022"
"18","Jalen Milroe","QB","8","31","263","8.5","1","32.9","0","0","","0","0.0","31","263","8.5","1","","alabama","2022"
"19","Jojo Earle","WR","8","0","0","","0","0.0","12","155","12.9","2","19.4","12","155","12.9","2","","alabama","2022"
"20","Miles Kitselman","TE","6","0","0","","0","0.0","2","18","9.0","0","3.0","2","18","9.0","0","","alabama","2022"
"21","Tyler Harrell","WR","6","0","0","","0","0.0","2","18","9.0","0","3.0","2","18","9.0","0","","alabama","2022"
"22","Thaiu Jones-Bell","WR","4","0","0","","0","0.0","1","5","5.0","0","1.3","1","5","5.0","0","","alabama","2022"
"23","Jonathan Bennett","RB","1","2","12","6.0","0","12.0","0","0","","0","0.0","2","12","6.0","0","","alabama","2022"
