"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Brayden Willis","TE","13","0","0","","0","0.0","15","177","11.8","2","13.6","15","177","11.8","2","","oklahoma","2021"
"2","Trevon West","WR","13","2","78","39.0","0","6.0","4","45","11.3","0","3.5","6","123","20.5","0","","oklahoma","2021"
"3","Marvin Mims","WR","13","1","15","15.0","0","1.2","32","705","22.0","5","54.2","33","720","21.8","5","","oklahoma","2021"
"4","Kennedy Brooks","RB","13","198","1253","6.3","13","96.4","9","73","8.1","0","5.6","207","1326","6.4","13","","oklahoma","2021"
"5","Jeremiah Hall","TE","13","6","25","4.2","1","1.9","32","334","10.4","4","25.7","38","359","9.4","5","","oklahoma","2021"
"6","Jaden Knowles","RB","13","4","37","9.3","2","2.8","2","65","32.5","0","5.0","6","102","17.0","2","","oklahoma","2021"
"7","Eric Gray","RB","13","78","412","5.3","2","31.7","23","229","10.0","2","17.6","101","641","6.3","4","","oklahoma","2021"
"8","Jadon Haselwood","WR","12","0","0","","0","0.0","39","399","10.2","6","33.3","39","399","10.2","6","","oklahoma","2021"
"9","Mario Williams","WR","12","2","12","6.0","0","1.0","35","380","10.9","4","31.7","37","392","10.6","4","","oklahoma","2021"
"10","Austin Stogner","TE","12","0","0","","0","0.0","14","166","11.9","3","13.8","14","166","11.9","3","","oklahoma","2021"
"11","Jackson Sumlin","TE","11","0","0","","0","0.0","4","25","6.3","0","2.3","4","25","6.3","0","","oklahoma","2021"
"12","Caleb Williams","QB","11","79","442","5.6","6","40.2","0","0","","0","0.0","79","442","5.6","6","","oklahoma","2021"
"13","Michael Woods","WR","11","1","2","2.0","0","0.2","35","400","11.4","2","36.4","36","402","11.2","2","","oklahoma","2021"
"14","Drake Stoops","WR","10","0","0","","0","0.0","16","191","11.9","2","19.1","16","191","11.9","2","","oklahoma","2021"
"15","Spencer Rattler","QB","9","43","77","1.8","3","8.6","0","0","","0","0.0","43","77","1.8","3","","oklahoma","2021"
"16","Damon Smith","WR","8","0","0","","0","0.0","1","0","0.0","0","0.0","1","0","0.0","0","","oklahoma","2021"
"17","Jalil Farooq","WR","8","0","0","","0","0.0","4","69","17.3","0","8.6","4","69","17.3","0","","oklahoma","2021"
"18","Brian Darby","WR","7","0","0","","0","0.0","7","102","14.6","2","14.6","7","102","14.6","2","","oklahoma","2021"
"19","Marcus Major","RB","6","15","83","5.5","0","13.8","1","12","12.0","0","2.0","16","95","5.9","0","","oklahoma","2021"
"20","Todd Hudson","RB","3","9","25","2.8","2","8.3","0","0","","0","0.0","9","25","2.8","2","","oklahoma","2021"
"21","Cody Jackson","WR","2","0","0","","0","0.0","5","45","9.0","0","22.5","5","45","9.0","0","","oklahoma","2021"
"22","Carsten Groos","TE","1","0","0","","0","0.0","1","8","8.0","0","8.0","1","8","8.0","0","","oklahoma","2021"
