"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Jahmal Banks","WR","12","1","7","7.0","0","0.6","59","653","11.1","4","54.4","60","660","11.0","4","","wake-forest","2023"
"2","Tate Carney","RB","12","49","244","5.0","4","20.3","3","35","11.7","0","2.9","52","279","5.4","4","","wake-forest","2023"
"3","Taylor Morin","WR","12","1","2","2.0","0","0.2","41","617","15.0","2","51.4","42","619","14.7","2","","wake-forest","2023"
"4","Wesley Grimes","WR","12","0","0","","0","0.0","20","339","17.0","4","28.3","20","339","17.0","4","","wake-forest","2023"
"5","Cameron Hite","TE","11","0","0","","0","0.0","13","160","12.3","2","14.5","13","160","12.3","2","","wake-forest","2023"
"6","Horatio Fields","WR","11","0","0","","0","0.0","5","54","10.8","0","4.9","5","54","10.8","0","","wake-forest","2023"
"7","Justice Ellison","RB","11","120","548","4.6","1","49.8","10","61","6.1","0","5.5","130","609","4.7","1","","wake-forest","2023"
"8","Ke'Shawn Williams","WR","11","3","29","9.7","1","2.6","38","384","10.1","1","34.9","41","413","10.1","2","","wake-forest","2023"
"9","Demond Claiborne","RB","10","137","586","4.3","5","58.6","3","35","11.7","0","3.5","140","621","4.4","5","","wake-forest","2023"
"10","Mitch Griffis","QB","9","106","128","1.2","2","14.2","0","0","","0","0.0","106","128","1.2","2","","wake-forest","2023"
"11","David Egbe","RB","8","9","23","2.6","0","2.9","0","0","","0","0.0","9","23","2.6","0","","wake-forest","2023"
"12","Michael Kern","QB","4","27","15","0.6","0","3.8","0","0","","0","0.0","27","15","0.6","0","","wake-forest","2023"
"13","Santino Marucci","QB","3","8","4","0.5","0","1.3","0","0","","0","0.0","8","4","0.5","0","","wake-forest","2023"
"14","Deuce Alexander","WR","2","0","0","","0","0.0","2","30","15.0","1","15.0","2","30","15.0","1","","wake-forest","2023"
