"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Jacob Hopper","TE","12","0","0","","0","0.0","5","64","12.8","1","5.3","5","64","12.8","1","","south-alabama","2021"
"2","Lincoln Sefcik","TE","12","0","0","","0","0.0","32","218","6.8","5","18.2","32","218","6.8","5","","south-alabama","2021"
"3","Keith Gallmon","S","12","2","64","32.0","0","5.3","0","0","","0","0.0","2","64","32.0","0","","south-alabama","2021"
"4","Jalen Wayne","WR","12","0","0","","0","0.0","53","630","11.9","2","52.5","53","630","11.9","2","","south-alabama","2021"
"5","Jalen Tolbert","WR","12","0","0","","0","0.0","82","1474","18.0","8","122.8","82","1474","18.0","8","","south-alabama","2021"
"6","Jack Brooks","P","12","1","-3","-3.0","0","-0.3","0","0","","0","0.0","1","-3","-3.0","0","","south-alabama","2021"
"7","Terrion Avery","RB","12","138","508","3.7","1","42.3","18","93","5.2","3","7.8","156","601","3.9","4","","south-alabama","2021"
"8","Caullin Lacy","WR","11","10","26","2.6","0","2.4","41","291","7.1","0","26.5","51","317","6.2","0","","south-alabama","2021"
"9","Cade Sutherland","WR","11","0","0","","0","0.0","11","66","6.0","0","6.0","11","66","6.0","0","","south-alabama","2021"
"10","Jay'juan Townsend","WR","11","0","0","","0","0.0","1","62","62.0","0","5.6","1","62","62.0","0","","south-alabama","2021"
"11","Jake Bentley","QB","10","47","-8","-0.2","4","-0.8","0","0","","0","0.0","47","-8","-0.2","4","","south-alabama","2021"
"12","Bryan Hill","RB","10","88","332","3.8","3","33.2","5","30","6.0","0","3.0","93","362","3.9","3","","south-alabama","2021"
"13","Brandon Crum","TE","10","0","0","","0","0.0","9","95","10.6","1","9.5","9","95","10.6","1","","south-alabama","2021"
"14","Jared Wilson","RB","9","4","24","6.0","0","2.7","1","-7","-7.0","0","-0.8","5","17","3.4","0","","south-alabama","2021"
"15","Kareem Walker","RB","8","86","295","3.4","4","36.9","12","43","3.6","1","5.4","98","338","3.4","5","","south-alabama","2021"
"16","AJ Phillips","RB","8","25","76","3.0","2","9.5","1","6","6.0","0","0.8","26","82","3.2","2","","south-alabama","2021"
"17","Trent Tyre","TE","7","0","0","","0","0.0","1","1","1.0","1","0.1","1","1","1.0","1","","south-alabama","2021"
"18","Desmond Trotter","QB","5","32","54","1.7","1","10.8","0","0","","0","0.0","32","54","1.7","1","","south-alabama","2021"
"19","Allen Dailey Jr.","WR","2","0","0","","0","0.0","1","6","6.0","0","3.0","1","6","6.0","0","","south-alabama","2021"
