"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Brenden Bates","TE","13","0","0","","0","0.0","11","70","6.4","1","5.4","11","70","6.4","1","","kentucky","2021"
"2","Will Levis","QB","13","107","376","3.5","9","28.9","1","15","15.0","0","1.2","108","391","3.6","9","","kentucky","2021"
"3","Wan'Dale Robinson","WR","13","7","111","15.9","0","8.5","104","1334","12.8","7","102.6","111","1445","13.0","7","","kentucky","2021"
"4","Justin Rigg","TE","13","0","0","","0","0.0","20","189","9.5","4","14.5","20","189","9.5","4","","kentucky","2021"
"5","Izayah Cummings","WR","13","0","0","","0","0.0","14","195","13.9","3","15.0","14","195","13.9","3","","kentucky","2021"
"6","DeMarcus Harris","WR","13","0","0","","0","0.0","12","150","12.5","1","11.5","12","150","12.5","1","","kentucky","2021"
"7","Christopher Rodriguez Jr.","RB","13","225","1379","6.1","9","106.1","13","61","4.7","3","4.7","238","1440","6.1","12","","kentucky","2021"
"8","Chaucey Magwood","WR","13","0","0","","0","0.0","1","17","17.0","0","1.3","1","17","17.0","0","","kentucky","2021"
"9","Kavosiey Smoke","RB","12","81","416","5.1","4","34.7","1","17","17.0","0","1.4","82","433","5.3","4","","kentucky","2021"
"10","Isaiah Epps","WR","11","0","0","","0","0.0","11","171","15.5","1","15.5","11","171","15.5","1","","kentucky","2021"
"11","Josh Ali","WR","10","3","13","4.3","1","1.3","41","601","14.7","3","60.1","44","614","14.0","4","","kentucky","2021"
"12","Jutahn McClain","RB","9","34","165","4.9","0","18.3","6","42","7.0","1","4.7","40","207","5.2","1","","kentucky","2021"
"13","Mike Drennen","","6","7","17","2.4","1","2.8","2","3","1.5","0","0.5","9","20","2.2","1","","kentucky","2021"
"14","Rahsaan Lewis","","6","0","0","","0","0.0","2","4","2.0","0","0.7","2","4","2.0","0","","kentucky","2021"
"15","Jordan Dingle","TE","4","0","0","","0","0.0","2","54","27.0","0","13.5","2","54","27.0","0","","kentucky","2021"
"16","La'Vell Wright","RB","4","9","118","13.1","1","29.5","0","0","","0","0.0","9","118","13.1","1","","kentucky","2021"
"17","Tae Tae Crumes","WR","4","0","0","","0","0.0","1","10","10.0","0","2.5","1","10","10.0","0","","kentucky","2021"
"18","Beau Allen","QB","3","4","9","2.3","1","3.0","0","0","","0","0.0","4","9","2.3","1","","kentucky","2021"
"19","Rashaan Lewis","WR","3","0","0","","0","0.0","2","4","2.0","0","1.3","2","4","2.0","0","","kentucky","2021"
"20","Michael Drennen II","WR","3","7","17","2.4","1","5.7","2","3","1.5","0","1.0","9","20","2.2","1","","kentucky","2021"
"21","Travis Tisdale","RB","1","1","4","4.0","0","4.0","0","0","","0","0.0","1","4","4.0","0","","kentucky","2021"
"22","Tyler Markray","RB","1","2","10","5.0","0","10.0","0","0","","0","0.0","2","10","5.0","0","","kentucky","2021"
