"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Ben Bryant","QB","13","87","-43","-0.5","2","-3.3","0","0","","0","0.0","87","-43","-0.5","2","","eastern-michigan","2021"
"2","Thomas Odukoya","TE","13","0","0","","0","0.0","13","130","10.0","2","10.0","13","130","10.0","2","","eastern-michigan","2021"
"3","Hassan Beydoun","WR","13","2","2","1.0","0","0.2","97","1015","10.5","4","78.1","99","1017","10.3","4","","eastern-michigan","2021"
"4","Dylan Drummond","WR","13","0","0","","0","0.0","64","704","11.0","6","54.2","64","704","11.0","6","","eastern-michigan","2021"
"5","Darius Boone Jr.","RB","13","120","451","3.8","6","34.7","5","77","15.4","0","5.9","125","528","4.2","6","","eastern-michigan","2021"
"6","Dylan Summers","WR","12","0","0","","0","0.0","10","97","9.7","0","8.1","10","97","9.7","0","","eastern-michigan","2021"
"7","Samson Evans","RB","12","83","316","3.8","13","26.3","19","107","5.6","0","8.9","102","423","4.1","13","","eastern-michigan","2021"
"8","Zach Westmoreland","WR","12","1","2","2.0","0","0.2","17","293","17.2","1","24.4","18","295","16.4","1","","eastern-michigan","2021"
"9","Gunnar Oakes","TE","11","0","0","","0","0.0","11","125","11.4","1","11.4","11","125","11.4","1","","eastern-michigan","2021"
"10","Jawon Hamilton","RB","11","101","623","6.2","4","56.6","1","7","7.0","0","0.6","102","630","6.2","4","","eastern-michigan","2021"
"11","Bryson Cannon","TE","10","0","0","","0","0.0","20","272","13.6","3","27.2","20","272","13.6","3","","eastern-michigan","2021"
"12","I'Shawn Stewart","WR","9","0","0","","0","0.0","4","35","8.8","0","3.9","4","35","8.8","0","","eastern-michigan","2021"
"13","Preston Hutchinson","QB","8","22","56","2.5","1","7.0","0","0","","0","0.0","22","56","2.5","1","","eastern-michigan","2021"
"14","Bryson Moss","RB","7","22","69","3.1","0","9.9","2","8","4.0","0","1.1","24","77","3.2","0","","eastern-michigan","2021"
"15","Latrell Fordham","WR","7","0","0","","0","0.0","8","107","13.4","1","15.3","8","107","13.4","1","","eastern-michigan","2021"
"16","Jacob Delso","WR","6","0","0","","0","0.0","1","5","5.0","0","0.8","1","5","5.0","0","","eastern-michigan","2021"
"17","Aaron Jackson","TE","6","6","27","4.5","0","4.5","0","0","","0","0.0","6","27","4.5","0","","eastern-michigan","2021"
"18","DJ Smith","RB","5","5","38","7.6","0","7.6","1","11","11.0","0","2.2","6","49","8.2","0","","eastern-michigan","2021"
"19","Tanner Knue","WR","5","0","0","","0","0.0","32","342","10.7","1","68.4","32","342","10.7","1","","eastern-michigan","2021"
"20","Dennis Smith","WR","4","0","0","","0","0.0","4","82","20.5","0","20.5","4","82","20.5","0","","eastern-michigan","2021"
