"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Kadinn Morris","TE","12","0","0","","0","0.0","1","6","6.0","0","0.5","1","6","6.0","0","","western-michigan","2023"
"2","Zahir Abdus-Salaam","RB","12","123","470","3.8","5","39.2","14","57","4.1","0","4.8","137","527","3.8","5","","western-michigan","2023"
"3","Leroy Thomas","WR","12","7","39","5.6","0","3.3","35","389","11.1","2","32.4","42","428","10.2","2","","western-michigan","2023"
"4","Kenneth Womack","WR","12","0","3","","0","0.3","76","691","9.1","1","57.6","76","694","9.1","1","","western-michigan","2023"
"5","Blake Bosma","TE","12","1","2","2.0","0","0.2","19","317","16.7","2","26.4","20","319","16.0","2","","western-michigan","2023"
"6","Austin Hence","TE","12","0","0","","0","0.0","25","269","10.8","3","22.4","25","269","10.8","3","","western-michigan","2023"
"7","Jalen Buckley","RB","11","189","1003","5.3","10","91.2","18","161","8.9","0","14.6","207","1164","5.6","10","","western-michigan","2023"
"8","Jamal Hailey","RB","10","6","19","3.2","0","1.9","0","0","","0","0.0","6","19","3.2","0","","western-michigan","2023"
"9","Malique Dieudonne","WR","10","0","0","","0","0.0","21","209","10.0","0","20.9","21","209","10.0","0","","western-michigan","2023"
"10","Marshawn Kneeland","DL","10","2","1","0.5","1","0.1","0","0","","0","0.0","2","1","0.5","1","","western-michigan","2023"
"11","Jehlani Galloway","WR","9","0","0","","0","0.0","14","88","6.3","0","9.8","14","88","6.3","0","","western-michigan","2023"
"12","Anthony Sambucci","WR","9","2","0","0.0","0","0.0","21","318","15.1","5","35.3","23","318","13.8","5","","western-michigan","2023"
"13","Hayden Wolff","QB","8","44","17","0.4","2","2.1","0","0","","0","0.0","44","17","0.4","2","","western-michigan","2023"
"14","CJ Hester","RB","8","28","132","4.7","2","16.5","1","2","2.0","0","0.3","29","134","4.6","2","","western-michigan","2023"
"15","Jack Salopek","QB","6","18","38","2.1","0","6.3","0","0","","0","0.0","18","38","2.1","0","","western-michigan","2023"
"16","Treyson Bourguet","QB","6","36","65","1.8","0","10.8","0","0","","0","0.0","36","65","1.8","0","","western-michigan","2023"
"17","Keshawn King","RB","4","14","62","4.4","1","15.5","2","27","13.5","0","6.8","16","89","5.6","1","","western-michigan","2023"
"18","Mareyohn Hrabowski","QB","3","2","5","2.5","0","1.7","0","0","","0","0.0","2","5","2.5","0","","western-michigan","2023"
