"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Keanu Hill","WR","13","0","0","","0","0.0","36","572","15.9","7","44.0","36","572","15.9","7","","brigham-young","2022"
"2","Brayden Cosper","WR","13","0","0","","0","0.0","30","363","12.1","1","27.9","30","363","12.1","1","","brigham-young","2022"
"3","Isaac Rex","TE","13","0","0","","0","0.0","22","320","14.5","6","24.6","22","320","14.5","6","","brigham-young","2022"
"4","Jaren Hall","QB","12","86","350","4.1","3","29.2","2","28","14.0","1","2.3","88","378","4.3","4","","brigham-young","2022"
"5","Terence Fall","WR","12","1","25","25.0","1","2.1","1","19","19.0","0","1.6","2","44","22.0","1","","brigham-young","2022"
"6","Mason Fakahua","RB","12","7","14","2.0","0","1.2","0","0","","0","0.0","7","14","2.0","0","","brigham-young","2022"
"7","Ethan Erickson","TE","11","0","0","","0","0.0","1","14","14.0","1","1.3","1","14","14.0","1","","brigham-young","2022"
"8","Christopher Brooks","RB","11","130","817","6.3","6","74.3","10","98","9.8","0","8.9","140","915","6.5","6","","brigham-young","2022"
"9","Masen Wake","FB","11","0","0","","0","0.0","10","42","4.2","0","3.8","10","42","4.2","0","","brigham-young","2022"
"10","Chase Roberts","WR","11","4","3","0.8","0","0.3","22","357","16.2","3","32.5","26","360","13.8","3","","brigham-young","2022"
"11","Lopini Katoa","RB","10","75","332","4.4","2","33.2","10","80","8.0","0","8.0","85","412","4.8","2","","brigham-young","2022"
"12","Hinckley Ropati","RB","9","36","189","5.3","1","21.0","6","97","16.2","1","10.8","42","286","6.8","2","","brigham-young","2022"
"13","Puka Nacua","WR","9","25","209","8.4","5","23.2","48","625","13.0","5","69.4","73","834","11.4","10","","brigham-young","2022"
"14","Kody Epps","WR","8","1","2","2.0","0","0.3","39","459","11.8","6","57.4","40","461","11.5","6","","brigham-young","2022"
"15","Chris Jackson","DB","8","2","4","2.0","0","0.5","0","0","","0","0.0","2","4","2.0","0","","brigham-young","2022"
"16","Miles Davis","RB","8","40","225","5.6","0","28.1","6","27","4.5","0","3.4","46","252","5.5","0","","brigham-young","2022"
"17","Jacob Conover","QB","3","1","5","5.0","0","1.7","0","0","","0","0.0","1","5","5.0","0","","brigham-young","2022"
"18","Dallin Holker","TE","3","0","0","","0","0.0","9","86","9.6","1","28.7","9","86","9.6","1","","brigham-young","2022"
"19","Gunner Romney","WR","2","1","2","2.0","0","1.0","5","59","11.8","0","29.5","6","61","10.2","0","","brigham-young","2022"
"20","Jackson McChesney","RB","2","3","33","11.0","0","16.5","0","0","","0","0.0","3","33","11.0","0","","brigham-young","2022"
"21","Parker Kingston","WR","1","1","2","2.0","0","2.0","0","0","","0","0.0","1","2","2.0","0","","brigham-young","2022"
"22","Sol-Jay Maiava-Peters","QB","1","14","96","6.9","1","96.0","0","0","","0","0.0","14","96","6.9","1","","brigham-young","2022"
