"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Calvin Jackson Jr.","WR","13","1","3","3.0","0","0.2","66","987","15.0","7","75.9","67","990","14.8","7","","washington-state","2021"
"2","De'Zhaun Stribling","WR","13","0","0","","0","0.0","44","471","10.7","5","36.2","44","471","10.7","5","","washington-state","2021"
"3","Donovan Ollie","WR","13","0","0","","0","0.0","26","301","11.6","1","23.2","26","301","11.6","1","","washington-state","2021"
"4","Joey Hobert","WR","13","0","0","","0","0.0","15","192","12.8","1","14.8","15","192","12.8","1","","washington-state","2021"
"5","Lincoln Victor","WR","13","4","10","2.5","0","0.8","22","296","13.5","2","22.8","26","306","11.8","2","","washington-state","2021"
"6","Nakia Watson","RB","13","36","114","3.2","0","8.8","0","0","","0","0.0","36","114","3.2","0","","washington-state","2021"
"7","Nick Haberer","P","13","1","-12","-12.0","0","-0.9","0","0","","0","0.0","1","-12","-12.0","0","","washington-state","2021"
"8","Ron Stone Jr.","DE","13","1","12","12.0","0","0.9","0","0","","0","0.0","1","12","12.0","0","","washington-state","2021"
"9","Travell Harris","WR","13","2","2","1.0","1","0.2","76","814","10.7","9","62.6","78","816","10.5","10","","washington-state","2021"
"10","Jayden De Laura","QB","12","46","67","1.5","3","5.6","0","0","","0","0.0","46","67","1.5","3","","washington-state","2021"
"11","Max Borghi","RB","12","160","880","5.5","12","73.3","16","156","9.8","0","13.0","176","1036","5.9","12","","washington-state","2021"
"12","Deon McIntosh","RB","11","111","532","4.8","3","48.4","14","108","7.7","1","9.8","125","640","5.1","4","","washington-state","2021"
"13","Mitchell Quinn","WR","11","0","0","","0","0.0","2","29","14.5","0","2.6","2","29","14.5","0","","washington-state","2021"
"14","Cammon Cooper","QB","4","6","19","3.2","0","4.8","0","0","","0","0.0","6","19","3.2","0","","washington-state","2021"
"15","Jarrett Guarantano","QB","3","19","-6","-0.3","0","-2.0","0","0","","0","0.0","19","-6","-0.3","0","","washington-state","2021"
"16","Victor Gabalis","QB","3","6","-23","-3.8","0","-7.7","0","0","","0","0.0","6","-23","-3.8","0","","washington-state","2021"
