"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Ahmani Marshall","RB","14","20","65","3.3","2","4.6","0","0","","0","0.0","20","65","3.3","2","","appalachian-state","2023"
"2","Milan Tucker","WR","14","4","-14","-3.5","1","-1.0","21","305","14.5","1","21.8","25","291","11.6","2","","appalachian-state","2023"
"3","Michael Hetzel","WR","14","0","0","","0","0.0","12","108","9.0","1","7.7","12","108","9.0","1","","appalachian-state","2023"
"4","Makai Jackson","WR","14","0","0","","0","0.0","27","418","15.5","2","29.9","27","418","15.5","2","","appalachian-state","2023"
"5","Kanye Roberts","RB","14","123","696","5.7","7","49.7","14","113","8.1","0","8.1","137","809","5.9","7","","appalachian-state","2023"
"6","Kaedin Robinson","WR","14","1","1","1.0","0","0.1","67","905","13.5","10","64.6","68","906","13.3","10","","appalachian-state","2023"
"7","Joey Aguilar","QB","14","81","245","3.0","3","17.5","0","0","","0","0.0","81","245","3.0","3","","appalachian-state","2023"
"8","Isaiah Helms","OL","14","2","-2","-1.0","0","-0.1","0","0","","0","0.0","2","-2","-1.0","0","","appalachian-state","2023"
"9","Eli Wilson","TE","14","0","0","","1","0.0","34","350","10.3","5","25.0","34","350","10.3","6","","appalachian-state","2023"
"10","Dalton Stroman","WR","14","1","6","6.0","0","0.4","20","390","19.5","3","27.9","21","396","18.9","3","","appalachian-state","2023"
"11","Christian Horn","WR","14","0","0","","0","0.0","36","566","15.7","6","40.4","36","566","15.7","6","","appalachian-state","2023"
"12","Dashaun Davis","WR","13","1","10","10.0","0","0.8","29","381","13.1","3","29.3","30","391","13.0","3","","appalachian-state","2023"
"13","Maquel Haywood","RB","13","60","318","5.3","2","24.5","0","0","","0","0.0","60","318","5.3","2","","appalachian-state","2023"
"14","David Larkins","TE","11","0","0","","0","0.0","13","99","7.6","3","9.0","13","99","7.6","3","","appalachian-state","2023"
"15","Nate Noel","RB","11","173","834","4.8","5","75.8","16","86","5.4","0","7.8","189","920","4.9","5","","appalachian-state","2023"
"16","Miller Gibbs","TE","8","0","0","","0","0.0","6","74","12.3","0","9.3","6","74","12.3","0","","appalachian-state","2023"
"17","Anderson Castle","RB","6","53","283","5.3","2","47.2","5","35","7.0","0","5.8","58","318","5.5","2","","appalachian-state","2023"
"18","Ryan Burger","QB","1","4","-10","-2.5","0","-10.0","0","0","","0","0.0","4","-10","-2.5","0","","appalachian-state","2023"
