"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Aaron Steinfeldt","TE","12","0","0","","0","0.0","6","52","8.7","1","4.3","6","52","8.7","1","","indiana","2022"
"2","Andison Coby","WR","12","0","0","","0","0.0","18","237","13.2","1","19.8","18","237","13.2","1","","indiana","2022"
"3","Shaun Shivers","RB","12","143","592","4.1","6","49.3","22","128","5.8","1","10.7","165","720","4.4","7","","indiana","2022"
"4","Josh Henderson","RB","12","90","398","4.4","4","33.2","24","274","11.4","4","22.8","114","672","5.9","8","","indiana","2022"
"5","Donaven McCulley","WR","12","4","5","1.3","1","0.4","16","169","10.6","1","14.1","20","174","8.7","2","","indiana","2022"
"6","Emery Simmons","WR","12","2","54","27.0","0","4.5","37","408","11.0","1","34.0","39","462","11.8","1","","indiana","2022"
"7","Malachi Holt-Bennett","WR","11","0","0","","0","0.0","6","90","15.0","0","8.2","6","90","15.0","0","","indiana","2022"
"8","Jaylin Lucas","RB","11","49","271","5.5","2","24.6","16","82","5.1","0","7.5","65","353","5.4","2","","indiana","2022"
"9","AJ Barner","TE","10","0","0","","0","0.0","28","199","7.1","3","19.9","28","199","7.1","3","","indiana","2022"
"10","Javon Swinton","WR","10","0","0","","0","0.0","12","122","10.2","0","12.2","12","122","10.2","0","","indiana","2022"
"11","Connor Bazelak","QB","10","47","-160","-3.4","1","-16.0","1","23","23.0","0","2.3","48","-137","-2.9","1","","indiana","2022"
"12","James Bomba","TE","9","0","0","","0","0.0","5","22","4.4","0","2.4","5","22","4.4","0","","indiana","2022"
"13","D.J. Matthews","WR","9","4","0","0.0","0","0.0","23","224","9.7","2","24.9","27","224","8.3","2","","indiana","2022"
"14","Trent Howland","RB","9","2","12","6.0","0","1.3","0","0","","0","0.0","2","12","6.0","0","","indiana","2022"
"15","Cam Camper","WR","7","0","0","","0","0.0","46","569","12.4","2","81.3","46","569","12.4","2","","indiana","2022"
"16","McCall Ray","WR","7","0","0","","0","0.0","1","10","10.0","0","1.4","1","10","10.0","0","","indiana","2022"
"17","Dexter Williams II","QB","4","40","165","4.1","1","41.3","0","0","","0","0.0","40","165","4.1","1","","indiana","2022"
"18","Jack Tuttle","QB","1","10","8","0.8","0","8.0","0","0","","0","0.0","10","8","0.8","0","","indiana","2022"
"19","Brendan Sorsby","QB","1","2","-8","-4.0","0","-8.0","0","0","","0","0.0","2","-8","-4.0","0","","indiana","2022"
