"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Braden Lenzy","WR","13","5","69","13.8","0","5.3","32","350","10.9","3","26.9","37","419","11.3","3","","notre-dame","2021"
"2","Mitchell Evans","TE","13","0","0","","0","0.0","2","21","10.5","0","1.6","2","21","10.5","0","","notre-dame","2021"
"3","George Takacs","TE","13","0","0","","0","0.0","3","36","12.0","1","2.8","3","36","12.0","1","","notre-dame","2021"
"4","Jack Coan","QB","13","57","-100","-1.8","2","-7.7","0","0","","0","0.0","57","-100","-1.8","2","","notre-dame","2021"
"5","Kevin Austin","WR","13","1","8","8.0","0","0.6","48","888","18.5","7","68.3","49","896","18.3","7","","notre-dame","2021"
"6","Lorenzo Styles Jr.","WR","13","1","37","37.0","0","2.8","24","344","14.3","1","26.5","25","381","15.2","1","","notre-dame","2021"
"7","Audric Estime","RB","12","7","60","8.6","0","5.0","0","0","","0","0.0","7","60","8.6","0","","notre-dame","2021"
"8","Chris Tyree","RB","12","56","222","4.0","1","18.5","24","258","10.8","2","21.5","80","480","6.0","3","","notre-dame","2021"
"9","Michael Mayer","TE","12","0","0","","0","0.0","71","840","11.8","7","70.0","71","840","11.8","7","","notre-dame","2021"
"10","Kyren Williams","RB","12","204","1002","4.9","14","83.5","42","359","8.5","3","29.9","246","1361","5.5","17","","notre-dame","2021"
"11","Deion Colzie","WR","11","0","0","","0","0.0","4","67","16.8","0","6.1","4","67","16.8","0","","notre-dame","2021"
"12","Matt Salerno","WR","11","0","0","","0","0.0","1","-4","-4.0","0","-0.4","1","-4","-4.0","0","","notre-dame","2021"
"13","Tyler Buchner","QB","10","46","336","7.3","3","33.6","0","0","","0","0.0","46","336","7.3","3","","notre-dame","2021"
"14","Avery Davis","WR","9","3","19","6.3","0","2.1","27","386","14.3","4","42.9","30","405","13.5","4","","notre-dame","2021"
"15","Logan Diggs","RB","8","52","230","4.4","3","28.8","6","56","9.3","1","7.0","58","286","4.9","4","","notre-dame","2021"
"16","Kevin Bauman","TE","5","0","0","","0","0.0","1","10","10.0","0","2.0","1","10","10.0","0","","notre-dame","2021"
"17","Joe Wilkins","WR","5","0","0","","0","0.0","4","61","15.3","1","12.2","4","61","15.3","1","","notre-dame","2021"
"18","Leo Albano","RB","4","1","1","1.0","0","0.3","0","0","","0","0.0","1","1","1.0","0","","notre-dame","2021"
"19","C'Bo Flemister","RB","4","3","10","3.3","0","2.5","0","0","","0","0.0","3","10","3.3","0","","notre-dame","2021"
"20","Drew Pyne","QB","2","6","-6","-1.0","0","-3.0","0","0","","0","0.0","6","-6","-1.0","0","","notre-dame","2021"
