"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Bryson Nesbit","TE","14","0","0","","0","0.0","35","507","14.5","4","36.2","35","507","14.5","4","","north-carolina","2022"
"2","Drake Maye","QB","14","184","698","3.8","7","49.9","0","0","","0","0.0","184","698","3.8","7","H-10","north-carolina","2022"
"3","Elijah Green","RB","14","131","558","4.3","8","39.9","17","107","6.3","1","7.6","148","665","4.5","9","","north-carolina","2022"
"4","Kamari Morales","TE","14","0","0","","0","0.0","29","358","12.3","4","25.6","29","358","12.3","4","","north-carolina","2022"
"5","J.J. Jones","WR","14","0","0","","0","0.0","24","434","18.1","2","31.0","24","434","18.1","2","","north-carolina","2022"
"6","Omarion Hampton","RB","13","88","401","4.6","6","30.8","6","40","6.7","1","3.1","94","441","4.7","7","","north-carolina","2022"
"7","D.J. Jones","RB","13","26","124","4.8","1","9.5","12","102","8.5","1","7.8","38","226","5.9","2","","north-carolina","2022"
"8","Gavin Blackwell","WR","13","0","0","","0","0.0","18","239","13.3","1","18.4","18","239","13.3","1","","north-carolina","2022"
"9","John Copenhaver","TE","13","0","4","","0","0.3","15","222","14.8","0","17.1","15","226","15.1","0","","north-carolina","2022"
"10","Kobe Paysour","WR","12","0","0","","0","0.0","29","324","11.2","4","27.0","29","324","11.2","4","","north-carolina","2022"
"11","George Pettaway","RB","11","20","93","4.7","2","8.5","5","21","4.2","0","1.9","25","114","4.6","2","","north-carolina","2022"
"12","Justin Olson","WR","11","0","0","","0","0.0","1","4","4.0","0","0.4","1","4","4.0","0","","north-carolina","2022"
"13","Josh Downs","WR","11","0","0","","0","0.0","94","1029","10.9","11","93.5","94","1029","10.9","11","","north-carolina","2022"
"14","Antoine Green","WR","9","0","0","","0","0.0","43","798","18.6","7","88.7","43","798","18.6","7","","north-carolina","2022"
"15","Caleb Hood","RB","7","43","250","5.8","0","35.7","13","119","9.2","1","17.0","56","369","6.6","1","","north-carolina","2022"
"16","Andre Greene Jr.","WR","5","0","0","","0","0.0","3","26","8.7","1","5.2","3","26","8.7","1","","north-carolina","2022"
"17","Jacolby Criswell","QB","4","4","39","9.8","0","9.8","0","0","","0","0.0","4","39","9.8","0","","north-carolina","2022"
