"rk","player","pos","g","att","yds","y_a","td","y_g","rec","yds_2","y_r","td_2","y_g_2","plays","yds_3","avg","td_3","awards","Team","Year"
"1","Courtney Reese","RB","12","51","370","7.3","0","30.8","14","75","5.4","0","6.3","65","445","6.8","0","","nevada-las-vegas","2022"
"2","Kaleo Ballungay","TE","12","0","0","","0","0.0","3","21","7.0","0","1.8","3","21","7.0","0","","nevada-las-vegas","2022"
"3","Nick Williams","WR","12","0","0","","0","0.0","28","435","15.5","2","36.3","28","435","15.5","2","","nevada-las-vegas","2022"
"4","Ricky White","WR","12","1","3","3.0","0","0.3","51","619","12.1","4","51.6","52","622","12.0","4","","nevada-las-vegas","2022"
"5","Shelton Zeon III","TE","12","0","0","","0","0.0","15","168","11.2","0","14.0","15","168","11.2","0","","nevada-las-vegas","2022"
"6","Aidan Robbins","RB","11","209","1009","4.8","9","91.7","23","125","5.4","1","11.4","232","1134","4.9","10","","nevada-las-vegas","2022"
"7","Doug Brumfield","QB","10","90","261","2.9","6","26.1","0","0","","0","0.0","90","261","2.9","6","","nevada-las-vegas","2022"
"8","Jordan Younge-Humphrey","RB","10","18","61","3.4","2","6.1","4","29","7.3","0","2.9","22","90","4.1","2","","nevada-las-vegas","2022"
"9","Senika McKie","WR","10","0","0","","0","0.0","17","209","12.3","1","20.9","17","209","12.3","1","","nevada-las-vegas","2022"
"10","Kyle Williams","WR","9","1","12","12.0","0","1.3","40","541","13.5","5","60.1","41","553","13.5","5","","nevada-las-vegas","2022"
"11","Jeff Weimer","WR","7","0","0","","0","0.0","26","278","10.7","1","39.7","26","278","10.7","1","","nevada-las-vegas","2022"
"12","Kalvin Souders","WR","7","0","0","","0","0.0","4","57","14.3","0","8.1","4","57","14.3","0","","nevada-las-vegas","2022"
"13","Harrison Bailey","QB","6","15","-1","-0.1","1","-0.2","0","0","","0","0.0","15","-1","-0.1","1","","nevada-las-vegas","2022"
"14","Cameron Friel","QB","4","12","-68","-5.7","0","-17.0","0","0","","0","0.0","12","-68","-5.7","0","","nevada-las-vegas","2022"
"15","Zyell Griffin","WR","2","0","0","","0","0.0","2","23","11.5","1","11.5","2","23","11.5","1","","nevada-las-vegas","2022"
"16","Jayvaun Wilson","RB","1","1","7","7.0","0","7.0","0","0","","0","0.0","1","7","7.0","0","","nevada-las-vegas","2022"
