"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Isaiah Hankins","K","12","0","0","0","0","0","0","0","0","21","23","18","25","0","0","75","6.3","","baylor","2023"
"2","Dawson Pendergrass","RB","11","5","2","0","0","0","0","0","7","0","0","0","0","0","0","42","3.8","","baylor","2023"
"3","Drake Dabney","TE","12","0","5","0","0","0","0","0","5","0","0","0","0","0","0","30","2.5","","baylor","2023"
"4","Blake Shapen","QB","8","4","0","0","0","0","0","0","4","0","0","0","0","0","0","24","3.0","","baylor","2023"
"5","Monaray Baldwin","WR","12","0","4","0","0","0","0","0","4","0","0","0","0","0","0","24","2.0","","baylor","2023"
"6","Richard Reese","RB","12","2","0","0","2","0","0","0","4","0","0","0","0","0","0","24","2.0","","baylor","2023"
"7","Dominic Richardson","RB","11","1","1","0","0","0","0","0","2","0","0","0","0","0","0","12","1.1","","baylor","2023"
"8","Ketron Jackson Jr.","WR","10","0","1","0","0","0","0","0","1","0","0","0","0","3","0","12","1.2","","baylor","2023"
"9","Byron Vaughns","LB","11","0","0","0","0","1","0","0","1","0","0","0","0","0","0","6","0.5","","baylor","2023"
"10","Caden Jenkins","CB","12","0","0","0","0","1","0","0","1","0","0","0","0","0","0","6","0.5","","baylor","2023"
"11","Hawkins Polley","TE","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","3.0","","baylor","2023"
"12","Jake Roberts","TE","12","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","baylor","2023"
"13","Sawyer Robertson","QB","6","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","1.0","","baylor","2023"
"14","Jordan Nabors","WR","9","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0.2","","baylor","2023"
