"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Brady Denaburg","K","13","0","0","0","0","0","0","0","0","36","37","10","16","0","0","66","5.1","","syracuse","2023"
"2","LeQuint Allen","RB","13","9","1","0","0","0","0","0","10","0","0","0","0","0","0","60","4.6","","syracuse","2023"
"3","Garrett Shrader","QB","11","8","0","0","0","0","0","0","8","0","0","0","0","0","0","48","4.4","","syracuse","2023"
"4","Dan Villari","TE","13","2","3","0","0","0","0","0","5","0","0","0","0","0","0","30","2.3","","syracuse","2023"
"5","Damien Alford","WR","13","0","3","0","0","0","0","0","3","0","0","0","0","0","0","18","1.4","","syracuse","2023"
"6","Umari Hatcher","WR","13","0","3","0","0","0","0","0","3","0","0","0","0","0","0","18","1.4","","syracuse","2023"
"7","Isaiah Jones","WR","10","0","2","0","0","0","0","0","2","0","0","0","0","0","0","12","1.2","","syracuse","2023"
"8","Carlos Del Rio-Wilson","QB","7","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","0.9","","syracuse","2023"
"9","Darrell Gill Jr.","WR","13","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","syracuse","2023"
"10","Donovan Brown","WR","13","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","syracuse","2023"
"11","Jason Simmons Jr.","DB","13","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.5","","syracuse","2023"
"12","Jayden Bellamy","CB","12","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.5","","syracuse","2023"
"13","Jeremiah Wilson","DB","9","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.7","","syracuse","2023"
"14","Kendall Long","WR","12","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","syracuse","2023"
"15","Maximilian Mang","TE","13","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","syracuse","2023"
"16","Oronde Gadsden II","TE","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","3.0","","syracuse","2023"
