"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Alan Anaya","K","13","0","0","0","0","0","0","0","0","43","43","13","18","0","0","82","6.3","","bowling-green-state","2023"
"2","Terion Stewart","RB","9","8","0","0","0","0","0","0","8","0","0","0","0","0","0","48","5.3","","bowling-green-state","2023"
"3","Taron Keith","RB","12","4","3","0","0","0","0","0","7","0","0","0","0","0","0","42","3.5","","bowling-green-state","2023"
"4","Harold Fannin Jr.","TE","11","0","6","0","0","0","0","0","6","0","0","0","0","0","0","36","3.3","","bowling-green-state","2023"
"5","Camden Orth","QB","12","5","0","0","0","0","0","0","5","0","0","0","0","0","0","30","2.5","","bowling-green-state","2023"
"6","Odieu Hiliare","WR","13","0","4","0","0","0","0","0","4","0","0","0","0","0","0","24","1.8","","bowling-green-state","2023"
"7","Abdul-Fatai Ibrahim","WR","13","0","2","0","0","0","0","0","2","0","0","0","0","0","0","12","0.9","","bowling-green-state","2023"
"8","Connor Bazelak","QB","11","2","0","0","0","0","0","0","2","0","0","0","0","0","0","12","1.1","","bowling-green-state","2023"
"9","Pasean Wimberly","RB","13","1","0","1","0","0","0","0","2","0","0","0","0","0","0","12","0.9","","bowling-green-state","2023"
"10","Deshawn Jones Jr.","DB","12","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.5","","bowling-green-state","2023"
"11","Finn Hogan","WR","10","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.6","","bowling-green-state","2023"
"12","Jaison Patterson","RB","13","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","bowling-green-state","2023"
"13","Jaylon Tillman","WR","13","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","bowling-green-state","2023"
"14","Jordan Oladokun","CB","11","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.5","","bowling-green-state","2023"
"15","Lucian Anderson III","QB","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","2.0","","bowling-green-state","2023"
"16","Trent Simms","DB","9","0","0","0","0","0","0","1","1","0","0","0","0","0","0","6","0.7","","bowling-green-state","2023"
