"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Diego Guajardo","K","13","0","0","0","0","0","0","0","0","46","48","18","19","0","0","100","7.7","","south-alabama","2022"
"2","La'Damian Webb","RB","12","13","2","0","0","0","0","0","15","0","0","0","0","0","0","90","7.5","","south-alabama","2022"
"3","Jalen Wayne","WR","13","0","9","0","0","0","0","0","9","0","0","0","0","0","0","54","4.2","","south-alabama","2022"
"4","Caullin Lacy","WR","13","0","6","1","0","0","0","0","7","0","0","0","0","0","0","42","3.2","","south-alabama","2022"
"5","Devin Voisin","WR","13","0","5","0","0","0","0","0","5","0","0","0","0","1","0","32","2.5","","south-alabama","2022"
"6","Marco Lee","RB","13","4","0","0","0","0","0","0","4","0","0","0","0","0","0","24","1.8","","south-alabama","2022"
"7","Damarcus Thomas","TE","12","0","3","0","0","0","0","0","3","0","0","0","0","1","0","20","1.7","","south-alabama","2022"
"8","Carter Bradley","QB","13","2","1","0","0","0","0","0","3","0","0","0","0","0","0","18","1.4","","south-alabama","2022"
"9","Braylon McReynolds","RB","11","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","south-alabama","2022"
"10","Ke'Shun Brown","LB","13","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.5","","south-alabama","2022"
"11","Lincoln Sefcik","TE","13","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","south-alabama","2022"
"12","Yamarus Banks","S","13","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.5","","south-alabama","2022"
