"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Connor Lytton","K","11","0","0","0","0","0","0","0","0","25","25","11","12","0","0","58","5.3","","boston-college","2021"
"2","Patrick Garwo","RB","12","7","0","0","0","0","0","0","7","0","0","0","0","0","0","42","3.5","","boston-college","2021"
"3","Phil Jurkovec","QB","6","5","0","0","0","0","0","0","5","0","0","0","0","0","0","30","5.0","","boston-college","2021"
"4","Travis Levy","RB","12","4","0","0","1","0","0","0","5","0","0","0","0","0","0","30","2.5","","boston-college","2021"
"5","Zay Flowers","WR","12","0","5","0","0","0","0","0","5","0","0","0","0","0","0","30","2.5","","boston-college","2021"
"6","Trae Barry","TE","10","0","4","0","0","0","0","0","4","0","0","0","0","0","0","24","2.4","","boston-college","2021"
"7","Jaden Williams","WR","12","0","3","0","0","0","0","0","3","0","0","0","0","0","0","18","1.5","","boston-college","2021"
"8","Danny Longman","K","12","0","0","0","0","0","0","0","0","10","11","2","2","0","0","16","1.3","","boston-college","2021"
"9","Alec Sinkfield","RB","12","2","0","0","0","0","0","0","2","0","0","0","0","0","0","12","1.0","","boston-college","2021"
"10","Dennis Grosel","QB","8","2","0","0","0","0","0","0","2","0","0","0","0","0","0","12","1.5","","boston-college","2021"
"11","Jaelen Gill","WR","9","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.7","","boston-college","2021"
"12","Jahmin Muse","DB","8","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.8","","boston-college","2021"
"13","Jaiden Woodbey","DB","12","0","0","0","0","1","0","0","1","0","0","0","0","0","0","6","0.5","","boston-college","2021"
"14","Peter Stehr","RB","9","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","0.7","","boston-college","2021"
