"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Matthew Dapore","P","12","0","0","0","0","0","0","0","0","34","35","15","19","0","0","79","6.6","","air-force","2023"
"2","Emmanuel Michel","FB","11","11","0","0","0","0","0","0","11","0","0","0","0","1","0","68","6.2","","air-force","2023"
"3","John Lee Eldridge III","RB","13","6","1","0","0","0","0","0","7","0","0","0","0","0","0","42","3.2","","air-force","2023"
"4","Zachar Larrier","QB","11","6","0","0","0","0","0","0","6","0","0","0","0","0","0","36","3.3","","air-force","2023"
"5","Jensen Jones","QB","10","4","0","0","0","0","0","0","4","0","0","0","0","0","0","24","2.4","","air-force","2023"
"6","Cade Harris","WR","13","2","1","0","0","0","0","0","3","0","0","0","0","0","0","18","1.4","","air-force","2023"
"7","Jared Roznos","WR","10","0","3","0","0","0","0","0","3","0","0","0","0","0","0","18","1.8","","air-force","2023"
"8","Owen Burk","RB","12","3","0","0","0","0","0","0","3","0","0","0","0","0","0","18","1.5","","air-force","2023"
"9","Dane Kinamon","WR","8","0","2","0","0","0","0","0","2","0","0","0","0","0","0","12","1.5","","air-force","2023"
"10","Dylan Carson","RB","9","2","0","0","0","0","0","0","2","0","0","0","0","0","0","12","1.3","","air-force","2023"
"11","Reagan Tubbs","K","13","0","0","0","0","0","0","0","0","8","8","1","1","0","0","11","0.8","","air-force","2023"
"12","Alec Mock","LB","13","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.5","","air-force","2023"
"13","Jet Harris","FB","13","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","air-force","2023"
"14","John Busha","QB","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","1.5","","air-force","2023"
"15","Trey Taylor","DB","13","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.5","","air-force","2023"
