"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Buzz Flabiano","K","12","0","0","0","0","0","0","0","0","29","30","10","14","0","0","59","4.9","","texas-el-paso","2023"
"2","Kelly Akharaiyi","WR","12","0","7","0","0","0","0","0","7","0","0","0","0","0","0","42","3.5","","texas-el-paso","2023"
"3","Deion Hankins","RB","12","5","0","0","0","0","0","0","5","0","0","0","0","0","0","30","2.5","","texas-el-paso","2023"
"4","Kevin Hurley","QB","7","3","0","0","0","0","0","0","3","0","0","0","0","0","0","18","2.6","","texas-el-paso","2023"
"5","Mike Franklin","RB","8","3","0","0","0","0","0","0","3","0","0","0","0","0","0","18","2.3","","texas-el-paso","2023"
"6","Torrance Burgess Jr.","RB","11","2","0","1","0","0","0","0","3","0","0","0","0","0","0","18","1.6","","texas-el-paso","2023"
"7","Gavin Hardison","QB","5","2","0","0","0","0","0","0","2","0","0","0","0","0","0","12","2.4","","texas-el-paso","2023"
"8","Jake McNamara","QB","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","3.0","","texas-el-paso","2023"
"9","Javoni Gardere","WR","4","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","1.5","","texas-el-paso","2023"
"10","Jeremiah Ballard","WR","12","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","texas-el-paso","2023"
"11","Jostein Clarke","WR","5","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","1.2","","texas-el-paso","2023"
"12","Marcus Vinson","TE","12","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","texas-el-paso","2023"
"13","Tyrin Smith","WR","4","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","1.5","","texas-el-paso","2023"
"14","Zach Fryar","TE","12","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","texas-el-paso","2023"
