"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Zack Long","K","12","0","0","0","0","0","0","0","0","44","45","17","21","0","0","95","7.9","","tulsa","2022"
"2","Keylon Stokes","WR","12","0","8","0","0","0","0","0","8","0","0","0","0","0","0","48","4.0","","tulsa","2022"
"3","J.C. Santana","WR","12","0","7","0","0","0","0","0","7","0","0","0","0","0","0","42","3.5","","tulsa","2022"
"4","Deneric Prince","RB","8","5","1","0","0","0","0","0","6","0","0","0","0","0","0","36","4.5","","tulsa","2022"
"5","Steven Anderson","RB","10","6","0","0","0","0","0","0","6","0","0","0","0","0","0","36","3.6","","tulsa","2022"
"6","Braylon Braxton","QB","9","5","0","0","0","0","0","0","5","0","0","0","0","0","0","30","3.3","","tulsa","2022"
"7","Isaiah Epps","WR","12","0","5","0","0","0","0","0","5","0","0","0","0","0","0","30","2.5","","tulsa","2022"
"8","Davis Brin","QB","9","2","0","0","0","0","0","0","2","0","0","0","0","0","0","12","1.3","","tulsa","2022"
"9","Jordan Ford","RB","8","0","2","0","0","0","0","0","2","0","0","0","0","0","0","12","1.5","","tulsa","2022"
"10","Malachai Jones","WR","12","0","2","0","0","0","0","0","2","0","0","0","0","0","0","12","1.0","","tulsa","2022"
"11","Ethan Hall","TE","11","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","tulsa","2022"
"12","Marquis Shoulders","WR","8","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.8","","tulsa","2022"
