"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Will Bettridge","K","12","0","0","0","0","0","0","0","0","31","31","18","21","0","0","85","7.1","","virginia","2023"
"2","Malik Washington","WR","12","0","9","0","0","0","0","0","9","0","0","0","0","0","0","54","4.5","","virginia","2023"
"3","Mike Hollins","RB","11","7","1","0","0","0","0","0","8","0","0","0","0","0","0","48","4.4","","virginia","2023"
"4","Malachi Fields","WR","12","0","5","0","0","0","0","0","5","0","0","0","0","1","0","32","2.7","","virginia","2023"
"5","Kobe Pace","RB","12","1","3","0","0","0","0","0","4","0","0","0","0","0","0","24","2.0","","virginia","2023"
"6","Perris Jones","RB","10","2","0","0","0","0","0","0","2","0","0","0","0","0","0","12","1.2","","virginia","2023"
"7","Jack Griese","RB","10","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","0.6","","virginia","2023"
"8","Joshua Rawlings","TE","12","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","virginia","2023"
"9","Kam Robinson","LB","12","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.5","","virginia","2023"
"10","Tony Muskett","QB","6","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","1.0","","virginia","2023"
