"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Calum Sutherland","K","12","0","0","0","0","0","0","0","0","32","32","10","11","0","0","62","5.2","","louisiana-monroe","2022"
"2","Chandler Rogers","QB","12","5","1","0","0","0","0","0","6","0","0","0","0","0","0","36","3.0","","louisiana-monroe","2022"
"3","Malik Jackson","WR","12","6","0","0","0","0","0","0","6","0","0","0","0","0","0","36","3.0","","louisiana-monroe","2022"
"4","Tyrone Howell","WR","12","0","6","0","0","0","0","0","6","0","0","0","0","0","0","36","3.0","","louisiana-monroe","2022"
"5","Andrew Henry","RB","12","4","1","0","0","0","0","0","5","0","0","0","0","0","0","30","2.5","","louisiana-monroe","2022"
"6","Zach Rasmussen","TE","12","0","4","0","0","0","0","0","4","0","0","0","0","0","0","24","2.0","","louisiana-monroe","2022"
"7","Jevin Frett","WR","12","0","2","0","0","0","0","0","2","0","0","0","0","1","0","14","1.2","","louisiana-monroe","2022"
"8","Quae Drake","LB","12","0","0","1","0","0","1","0","2","0","0","0","0","0","0","12","1.0","","louisiana-monroe","2022"
"9","Alred Luke","WR","12","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","louisiana-monroe","2022"
"10","Boogie Knight","WR","11","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","louisiana-monroe","2022"
"11","Zack Martin","RB","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","1.5","","louisiana-monroe","2022"
