"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Ethan Mooney","K","14","0","0","0","0","0","0","0","0","54","55","18","21","0","0","108","7.7","","north-texas","2022"
"2","Jyaire Shorter","WR","13","0","11","0","0","0","0","0","11","0","0","0","0","0","0","66","5.1","","north-texas","2022"
"3","Ikaika Ragsdale","RB","13","7","3","0","0","0","0","0","10","0","0","0","0","0","0","60","4.6","","north-texas","2022"
"4","Oscar Adaway III","RB","9","5","1","0","0","0","0","0","6","0","0","0","0","0","0","36","4.0","","north-texas","2022"
"5","Var'keyes Gumms","TE","14","0","5","0","0","0","0","0","5","0","0","0","0","0","0","30","2.1","","north-texas","2022"
"6","Isaiah Johnson","RB","10","3","2","0","0","0","0","0","5","0","0","0","0","0","0","30","3.0","","north-texas","2022"
"7","Ayo Adeyi","RB","12","4","0","0","0","0","0","0","4","0","0","0","0","0","0","24","2.0","","north-texas","2022"
"8","Kaylon Horton","WR","13","2","1","0","1","0","0","0","4","0","0","0","0","0","0","24","1.8","","north-texas","2022"
"9","Jake Roberts","TE","14","0","3","0","0","0","0","0","3","0","0","0","0","0","0","18","1.3","","north-texas","2022"
"10","Damon Ward","WR","14","0","3","0","0","0","0","0","3","0","0","0","0","0","0","18","1.3","","north-texas","2022"
"11","Jay Maclin","WR","14","0","2","0","0","0","0","0","2","0","0","0","0","0","0","12","0.9","","north-texas","2022"
"12","Austin Aune","QB","14","1","0","0","0","0","0","0","1","0","0","0","0","1","0","8","0.6","","north-texas","2022"
"13","Jordan Smart","WR","11","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","north-texas","2022"
"14","Preston Landis","RB","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","6.0","","north-texas","2022"
"15","Ridge Texada","DB","14","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.4","","north-texas","2022"
"16","Roderic Burns","WR","14","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.4","","north-texas","2022"
"17","Stone Earle","QB","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","1.5","","north-texas","2022"
"18","Tommy Bush","WR","12","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","north-texas","2022"
"19","Chris Cayton","K","1","0","0","0","0","0","0","0","0","3","4","0","0","0","0","3","3.0","","north-texas","2022"
