"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Ethan Albertson","K","12","0","0","0","0","0","0","0","0","28","30","17","22","0","0","79","6.6","","new-mexico-state","2021"
"2","Juwuan Price","RB","12","10","0","0","0","0","0","0","10","0","0","0","0","0","0","60","5.0","","new-mexico-state","2021"
"3","Isaiah Garcia-Castaneda","WR","10","0","4","0","0","0","0","0","4","0","0","0","0","1","0","26","2.6","","new-mexico-state","2021"
"4","Jonah Johnson","QB","11","4","0","0","0","0","0","0","4","0","0","0","0","0","0","24","2.2","","new-mexico-state","2021"
"5","Jared Wyatt","WR","12","0","3","0","0","0","0","0","3","0","0","0","0","0","0","18","1.5","","new-mexico-state","2021"
"6","Thomaz Whitford","TE","11","0","2","0","0","0","0","0","2","0","0","0","0","1","0","14","1.3","","new-mexico-state","2021"
"7","Cole Harrity","WR","10","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.6","","new-mexico-state","2021"
"8","Dominic Gicinto","WR","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","3.0","","new-mexico-state","2021"
"9","Eric Marsh","LB","11","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","new-mexico-state","2021"
"10","Glynn Johnson III","WR","4","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","1.5","","new-mexico-state","2021"
"11","O'Maury Samuels","RB","9","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","0.7","","new-mexico-state","2021"
"12","PJ Johnson III","","6","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","1.0","","new-mexico-state","2021"
"13","Robert Downs III","WR","7","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.9","","new-mexico-state","2021"
"14","Terrell Warner","WR","12","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","new-mexico-state","2021"
"15","Trevor Brohard","LB","9","0","0","0","0","1","0","0","1","0","0","0","0","0","0","6","0.7","","new-mexico-state","2021"
