"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Blake Watson","RB","13","14","3","0","0","0","0","0","17","0","0","0","0","0","0","102","7.8","","memphis","2023"
"2","Tanner Gillis","P","10","0","0","0","0","0","0","0","0","47","49","10","13","0","0","77","7.7","","memphis","2023"
"3","Brandon Thomas","RB","11","9","0","0","0","0","0","0","9","0","0","0","0","0","0","54","4.9","","memphis","2023"
"4","Demeer Blankumsee","WR","13","0","7","0","0","0","0","0","7","0","0","0","0","0","0","42","3.2","","memphis","2023"
"5","Joseph Scates","WR","12","0","6","0","0","0","0","0","6","0","0","0","0","0","0","36","3.0","","memphis","2023"
"6","Seth Henigan","QB","13","5","0","0","0","0","0","0","5","0","0","0","0","0","0","30","2.3","","memphis","2023"
"7","Brendan Doyle","TE","13","0","4","0","0","0","0","0","4","0","0","0","0","0","0","24","1.8","","memphis","2023"
"8","Sutton Smith","RB","13","2","2","0","0","0","0","0","4","0","0","0","0","0","0","24","1.8","","memphis","2023"
"9","Roc Taylor","WR","13","0","4","0","0","0","0","0","4","0","0","0","0","0","0","24","1.8","","memphis","2023"
"10","Seth Morgan","K","3","0","0","0","0","0","0","0","0","14","14","3","5","0","0","23","7.7","","memphis","2023"
"11","Anthony Landphere","TE","13","0","3","0","0","0","0","0","3","0","0","0","0","2","0","22","1.7","","memphis","2023"
"12","Koby Drake","WR","12","0","2","0","0","0","0","0","2","0","0","0","0","0","0","12","1.0","","memphis","2023"
"13","Geoff Cantin-Arku","LB","13","0","0","0","0","0","0","1","1","0","0","0","0","0","0","6","0.5","","memphis","2023"
"14","DJ Bell","DB","10","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.6","","memphis","2023"
"15","Ke'Travion Hargrove","RB","12","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","memphis","2023"
"16","Malik Feaster","DB","12","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.5","","memphis","2023"
"17","Chritauskie Dove","WR","13","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","memphis","2023"
"18","Christian Carter","WR","5","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","1.2","","memphis","2023"
"19","Chandler Martin","LB","13","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.5","","memphis","2023"
