"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Quinshon Judkins","RB","13","15","2","0","0","0","0","0","17","0","0","0","0","1","0","104","8.0","","mississippi","2023"
"2","Caden Davis","K","13","0","0","0","0","0","0","0","0","45","45","18","23","0","0","99","7.6","","mississippi","2023"
"3","Tre Harris","WR","12","0","8","0","0","0","0","0","8","0","0","0","0","1","0","50","4.2","","mississippi","2023"
"4","Jaxson Dart","QB","13","8","0","0","0","0","0","0","8","0","0","0","0","0","0","48","3.7","","mississippi","2023"
"5","Ulysses Bentley IV","RB","13","4","1","0","0","0","0","0","5","0","0","0","0","0","0","30","2.3","","mississippi","2023"
"6","Caden Prieskorn","TE","10","0","4","0","0","0","0","0","4","0","0","0","0","1","0","26","2.6","","mississippi","2023"
"7","Dayton Wade","WR","13","0","4","0","0","0","0","0","4","0","0","0","0","0","0","24","1.8","","mississippi","2023"
"8","Jordan Watkins","WR","13","0","3","1","0","0","0","0","4","0","0","0","0","0","0","24","1.8","","mississippi","2023"
"9","Cayden Lee","WR","10","0","2","0","0","0","0","0","2","0","0","0","0","0","0","12","1.2","","mississippi","2023"
"10","Matt Jones","RB","12","2","0","0","0","0","0","0","2","0","0","0","0","0","0","12","1.0","","mississippi","2023"
"11","Caden Costa","K","3","0","0","0","0","0","0","0","0","6","6","1","1","0","0","9","3.0","","mississippi","2023"
"12","Jared Ivey","DE","13","0","0","0","0","1","0","0","1","0","0","0","0","0","0","6","0.5","","mississippi","2023"
"13","Michael Trigg","TE","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","2.0","","mississippi","2023"
"14","Zakhari Franklin","WR","4","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","1.5","","mississippi","2023"
