"rk","player","pos","g","rush","rec","prtd","krtd","frtd","int_td","oth_td","td","xpm","xpa","fgm","fga","x2pm","sfty","pts","pts_g","awards","Team","Year"
"1","Griffin Kell","PK","12","0","0","0","0","0","0","0","0","42","42","14","18","0","0","84","7.0","","texas-christian","2021"
"2","Kendre Miller","RB","10","7","1","0","0","0","0","0","8","0","0","0","0","0","0","48","4.8","","texas-christian","2021"
"3","Quentin Johnston","WR","9","0","6","0","0","0","0","0","6","0","0","0","0","0","0","36","4.0","","texas-christian","2021"
"4","Zach Evans","RB","6","5","1","0","0","0","0","0","6","0","0","0","0","0","0","36","6.0","","texas-christian","2021"
"5","Emari Demercado","RB","11","4","0","0","0","0","0","0","4","0","0","0","0","0","0","24","2.2","","texas-christian","2021"
"6","Derius Davis","WR","12","1","1","0","1","0","0","0","3","0","0","0","0","0","0","18","1.5","","texas-christian","2021"
"7","Max Duggan","QB","10","3","0","0","0","0","0","0","3","0","0","0","0","0","0","18","1.8","","texas-christian","2021"
"8","Blair Conwright","WR","11","0","2","0","0","0","0","0","2","0","0","0","0","0","0","12","1.1","","texas-christian","2021"
"9","JD Spielman","WR","4","0","2","0","0","0","0","0","2","0","0","0","0","0","0","12","3.0","","texas-christian","2021"
"10","Taye Barber","WR","12","0","2","0","0","0","0","0","2","0","0","0","0","0","0","12","1.0","","texas-christian","2021"
"11","Blake Nowell","WR","7","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.9","","texas-christian","2021"
"12","Chandler Morris","QB","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","6","1.5","","texas-christian","2021"
"13","Dominic Dinunzio","TE","12","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","texas-christian","2021"
"14","Quincy Brown","WR","11","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.5","","texas-christian","2021"
"15","Tre'vius Hodges-Tomlinson","CB","12","0","0","0","0","0","1","0","1","0","0","0","0","0","0","6","0.5","","texas-christian","2021"
"16","Tyler Guyton","T","8","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","0.8","","texas-christian","2021"
