"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Collin Rogers","K","14","66","67","98.5","20","27","74.1","126","0","0","","","southern-methodist","2023"
"2","Ryan Bujcevski","P","14","0","0","","0","0","","0","40","1779","44.5","","southern-methodist","2023"
"3","Preston Stone","QB","12","0","0","","0","0","","0","4","147","36.8","","southern-methodist","2023"
