"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Aaron Rodriguez","P","12","0","0","","0","0","","0","81","3466","42.8","","new-mexico","2021"
"2","George Steinkamp","K","12","0","0","","0","1","0.0","0","0","0","","","new-mexico","2021"
"3","Andrew Shelley","K","10","17","17","100.0","9","13","69.2","44","0","0","","","new-mexico","2021"
