"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Kai Kroeger","P","13","0","0","","0","0","","0","58","2675","46.1","","south-carolina","2022"
"2","Mitch Jeter","K","13","42","44","95.5","11","11","100.0","75","0","0","","","south-carolina","2022"
"3","Alex Herrera","K","3","3","3","100.0","0","0","","3","0","0","","","south-carolina","2022"
