"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Seamus O'Kelly","P","12","0","0","","0","0","","0","60","2303","38.4","","texas-state","2021"
"2","Seth Keller","K","12","32","32","100.0","15","18","83.3","77","0","0","","","texas-state","2021"
"3","David Nunez","P","1","0","0","","0","0","","0","1","54","54.0","","texas-state","2021"
