"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Jace Gilbert","K","12","21","22","95.5","12","20","60.0","57","0","0","","","iowa-state","2022"
"2","Tyler Perkins","P","12","0","0","","0","0","","0","50","2112","42.2","","iowa-state","2022"
"3","Keegan Shackford","K","9","1","1","100.0","0","0","","1","0","0","","","iowa-state","2022"
"4","Drake Nettles","K","5","5","5","100.0","1","3","33.3","8","0","0","","","iowa-state","2022"
"5","Ben Garbarini","P","3","0","0","","0","0","","0","2","71","35.5","","iowa-state","2022"
