"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Miles Tillman","P","12","0","0","","0","0","","0","34","1489","43.8","","middle-tennessee-state","2023"
"2","Trey Turk","P","12","0","0","","0","0","","0","33","1404","42.5","","middle-tennessee-state","2023"
"3","Zeke Rankin","K","12","35","37","94.6","10","14","71.4","65","0","0","","","middle-tennessee-state","2023"
