"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Seth Keller","K","13","47","49","95.9","11","14","78.6","80","0","0","","","kansas","2023"
"2","Damon Greaves","P","12","0","0","","0","0","","0","32","1248","39.0","","kansas","2023"
"3","Owen Piepergerdes","K","5","6","6","100.0","0","1","0.0","6","0","0","","","kansas","2023"
