"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Brock Travelstead","K","13","5","5","100.0","0","0","","5","0","0","","","louisville","2021"
"2","James Turner","K","13","46","47","97.9","14","22","63.6","88","0","0","","","louisville","2021"
"3","Mark Vassett","P","13","0","0","","0","0","","0","49","2047","41.8","","louisville","2021"
