"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Calum Sutherland","K","12","32","32","100.0","10","11","90.9","62","0","0","","","louisiana-monroe","2022"
"2","Devyn McCormick","P","12","0","0","","0","0","","0","60","2636","43.9","","louisiana-monroe","2022"
"3","Braxton Guilbeau","P","2","0","0","","0","0","","0","3","126","42.0","","louisiana-monroe","2022"
