"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Andre Szmyt","PK","12","36","38","94.7","9","14","64.3","63","0","0","","","syracuse","2021"
"2","James Williams","P","8","0","0","","0","0","","0","38","1462","38.5","","syracuse","2021"
"3","Ian Hawkins","P","4","0","0","","0","0","","0","26","966","37.2","","syracuse","2021"
"4","Colby Barker","P","1","0","0","","0","0","","0","1","8","8.0","","syracuse","2021"
