"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Christian VanSickle","K","13","38","38","100.0","12","16","75.0","74","0","0","","","rice","2022"
"2","Conor Hunt","P","13","0","0","","0","0","","0","49","2007","41.0","","rice","2022"
"3","Tim Horn","K","13","0","0","","0","1","0.0","0","0","0","","","rice","2022"
