"rk","player","pos","g","xpm","xpa","xp_percent","fgm","fga","fg_percent","pts","pnt","yds","y_p","awards","Team","Year"
"1","Austin McNamara","PK","13","0","0","","0","0","","0","42","2023","48.2","","texas-tech","2021"
"2","Jonathan Garibay","PK","12","49","50","98.0","15","16","93.8","94","0","0","","","texas-tech","2021"
